구분,01/02,01/03,01/04,01/07,01/08,01/09,01/10,01/11,01/14,01/15,01/16,01/17,01/18,01/21,01/22,01/23,01/24,01/25,01/28,01/29,01/30,01/31,02/01,02/04,02/05,02/06,02/07,02/08,02/12,02/13,02/14,02/15,02/18,02/19,02/20,02/21,02/22,02/25,02/26,02/27,02/28,03/04,03/05,03/06,03/07,03/08,03/11,03/12,03/13,03/14,03/15,03/18,03/19,03/20,03/21,03/22,03/25,03/26,03/27,03/28,03/29,04/01,04/02,04/03,04/04,04/05,04/08,04/09,04/10,04/11,04/12,04/15,04/16,04/17,04/18,04/19,04/22,04/23,04/24,04/25,04/26,04/29,04/30,05/02,05/03,05/06,05/07,05/08,05/09,05/10,05/13,05/14,05/15,05/16,05/20,05/21,05/22,05/23,05/24,05/27,05/28,05/29,05/30,05/31,06/03,06/04,06/05,06/07,06/10,06/11,06/12,06/13,06/14,06/17,06/18,06/19,06/20,06/21,06/24,06/25,06/26,06/27,06/28,07/01,07/02,07/03,07/04,07/05,07/08,07/09,07/10,07/11,07/12,07/15,07/16,07/17,07/18,07/19,07/22,07/23,07/24,07/25,07/26,07/29,07/30,07/31,08/01,08/02,08/05,08/06,08/07,08/08,08/09,08/12,08/13,08/14,08/16,08/19,08/20,08/21,08/22,08/23,08/26,08/27,08/28,08/29,08/30,09/02,09/03,09/04,09/05,09/06,09/09,09/10,09/11,09/12,09/13,09/16,09/17,09/23,09/24,09/25,09/26,09/27,09/30,10/01,10/02,10/04,10/07,10/08,10/10,10/11,10/14,10/15,10/16,10/17,10/18,10/21,10/22,10/23,10/24,10/25,10/28,10/29,10/30,10/31,11/01,11/04,11/05,11/06,11/07,11/08,11/11,11/12,11/13,11/14,11/15,11/18,11/19,11/20,11/21,11/22,11/25,11/26,11/27,11/28,11/29,12/02,12/03,12/04,12/05,12/06,12/09,12/10,12/11,12/12,12/13,12/16,12/17,12/18,12/19,12/20,12/23,12/24,12/26,12/27,12/30,12/31
평균,28000,28000,29000,29800,30000,30000,29400,28800,27600,27600,27600,27000,28000,28200,28200,29000,29600,31200,35600,35600,33200,33600,35000,36000,35600,38200,40200,40600,40600,33400,33400,31800,28200,26000,25800,25800,26000,28400,26800,25200,25000,26400,27000,26200,26200,26600,24800,24800,24400,24000,23000,21800,20600,20000,20400,20600,20200,20000,20400,20600,20000,18800,18000,17800,18200,18200,17600,17200,17000,17200,17000,16200,15800,15800,15200,14800,13600,13400,13400,13800,14000,14400,14000,13600,13600,12400,12400,12400,12200,12100,11400,11400,11600,11000,10800,10800,11400,11800,12600,12000,11600,12000,14200,19200,21400,21600,21200,20200,14400,13400,13400,13800,14600,15600,17000,18600,19400,21000,18600,17800,16200,16200,16200,12800,13000,12200,12400,12200,10400,11000,11400,11600,13600,17400,21600,24000,27600,24600,23200,21800,20800,20400,21000,21200,23400,24800,27200,28400,24000,22800,22200,21600,21000,19800,17800,18600,18200,17600,17000,15400,15000,14400,12600,14800,17200,20000,18800,19000,19800,19800,20200,26200,24200,25200,24800,24800,23400,22600,23400,16600,17200,17200,15400,14000,14000,14800,15600,13800,12400,12200,12200,13000,14600,17200,20800,23800,23400,24400,24000,21800,21800,19000,17200,16200,15400,15400,15200,14800,14600,14600,14800,14800,15000,15000,15000,15000,14400,14800,14800,14000,14000,14200,14200,14200,14200,14600,15400,15400,16600,16400,15600,15600,15400,15400,15600,15600,17000,20000,21800,24000,24000,25600,25200,25000,24600,24400,23600,23200
평년,21117,21447,21940,22933,23227,23563,23653,23650,24617,25137,25573,26193,26813,29460,29860,29700,29863,30217,29017,28703,28443,27930,27453,27303,26757,26520,26187,25510,25203,25257,25350,25653,26673,26793,26900,27017,26790,26333,26637,26800,26890,28960,29553,29697,29767,29863,28707,28030,27417,26967,26433,24263,23850,23490,23207,23043,22530,22367,22207,22030,21737,20640,20223,19863,19507,19240,18287,17667,16960,16487,16220,14447,14213,14093,13973,13747,13193,13183,13297,13397,13430,13817,13593,13450,13383,12307,11740,11310,11250,11127,10810,10787,10863,10860,11300,11433,11473,11393,11293,11983,12103,12223,12020,11770,11173,11147,11163,11187,10917,11053,10987,10833,10693,10947,11067,11103,10980,10930,10800,10647,10593,10673,10717,10060,9867,9623,9463,9587,10460,11053,11670,12163,12547,13567,13987,14510,15037,14913,16000,16440,16480,16253,16073,15083,14563,14150,13720,13630,12600,12827,12587,12227,12477,13237,13560,13917,14363,17103,18787,21263,23850,26540,27200,26957,26820,25863,24657,24093,24353,24313,24530,25030,25720,25790,25923,25297,24773,22357,21553,19967,20017,20230,20173,20520,19480,19630,19530,19210,17317,16803,15200,14970,14463,14240,13947,13813,13927,14587,14850,15113,15587,16110,17243,17960,18603,18990,19310,19873,20093,20273,20340,20497,22033,22113,22363,22557,22530,23653,23707,23647,23653,23577,22280,21800,21280,20937,20520,19387,19217,19230,19310,19287,19520,19507,19513,19560,19607,19853,20187,20417,20550,20857,22147,22347,22440,22480,22360,22487
서울,28000,28000,28000,32000,32000,32000,29000,28000,26000,26000,26000,25000,26000,27000,27000,28000,29000,29000,37000,35000,28000,28000,33000,35000,30000,37000,39000,40000,40000,28000,30000,28000,23000,24000,24000,24000,25000,27000,25000,24000,24000,26000,27000,24000,24000,26000,23000,23000,21000,21000,20000,20000,20000,19000,20000,20000,20000,19000,19000,20000,19000,19000,18000,17000,17000,17000,16000,15000,16000,16000,16000,16000,15000,15000,14000,13000,13000,12000,12000,13000,14000,14000,13000,12000,12000,12000,12000,12000,11000,10500,10000,10000,11000,10000,10000,10000,10000,12000,12000,12000,11000,11000,16000,24000,23000,21000,21000,20000,12000,12000,12000,13000,13000,14000,16000,18000,21000,22000,18000,16000,14000,14000,14000,8000,9000,9000,9000,8000,7000,8000,9000,10000,12000,19000,23000,28000,32000,26000,27000,22000,21000,19000,22000,20000,20000,24000,28000,32000,20000,18000,18000,16000,15000,15000,15000,15000,13000,15000,13000,11000,12000,11000,10000,15000,16000,20000,16000,16000,18000,15000,15000,20000,20000,22000,20000,20000,18000,18000,20000,10000,15000,15000,12000,12000,12000,15000,15000,13000,10000,10000,10000,11000,13000,17000,20000,23000,23000,23000,23000,20000,20000,15000,16000,14000,14000,14000,14000,14000,14000,14000,14000,14000,15000,15000,15000,15000,12000,12000,12000,12000,12000,13000,13000,13000,13000,15000,15000,15000,16000,16000,15000,15000,15000,15000,15000,15000,15000,20000,22000,23000,24000,26000,24000,24000,24000,23000,22000,22000
부산,28000,28000,28000,28000,28000,28000,28000,28000,26000,26000,26000,26000,27000,27000,27000,28000,29000,30000,31000,31000,31000,33000,34000,34000,34000,36000,38000,40000,40000,40000,35000,32000,28000,27000,27000,27000,27000,28000,26000,25000,25000,27000,27000,27000,27000,27000,24000,24000,24000,24000,22000,22000,21000,20000,20000,20000,20000,20000,20000,20000,20000,19000,18000,18000,18000,18000,17000,17000,17000,17000,17000,16000,16000,16000,15000,15000,14000,14000,14000,14000,14000,14000,14000,14000,14000,12000,12000,12000,12000,12000,11000,11000,11000,11000,11000,11000,12000,12000,12000,12000,11000,12000,14000,16000,21000,21000,21000,20000,16000,14000,14000,14000,15000,15000,16000,18000,19000,20000,19000,19000,17000,17000,17000,13000,13000,12000,12000,12000,11000,11000,11000,11000,13000,17000,20000,21000,24000,24000,22000,22000,20000,20000,20000,20000,22000,23000,25000,25000,23000,21000,21000,21000,20000,20000,19000,19000,19000,18000,18000,16000,16000,14000,13000,15000,17000,20000,20000,20000,20000,21000,21000,23000,23000,24000,24000,24000,24000,24000,24000,17000,17000,17000,15000,14000,14000,15000,15000,14000,12000,12000,12000,13000,14000,16000,20000,24000,24000,26000,24000,22000,22000,20000,17000,17000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,14000,14000,14000,14000,14000,14000,14000,14000,14000,16000,16000,16000,16000,16000,16000,16000,16000,17000,19000,21000,24000,24000,25000,25000,25000,25000,25000,23000,23000
대구,26000,26000,29000,29000,29000,29000,29000,29000,29000,29000,29000,27000,27000,27000,27000,29000,29000,31000,38000,38000,36000,36000,36000,36000,38000,40000,40000,40000,40000,34000,34000,34000,30000,26000,26000,26000,26000,29000,29000,25000,25000,25000,27000,27000,27000,27000,25000,25000,25000,25000,23000,23000,20000,20000,20000,20000,20000,20000,20000,20000,20000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,16000,16000,16000,16000,16000,14000,14000,14000,14000,14000,14000,14000,14000,14000,12000,12000,12000,12000,12000,10000,10000,10000,10000,10000,10000,10000,10000,12000,12000,12000,12000,14000,18000,21000,21000,21000,21000,16000,14000,14000,14000,14000,14000,17000,17000,17000,20000,20000,20000,20000,20000,20000,15000,14000,13000,13000,13000,11000,11000,11000,11000,15000,17000,20000,24000,27000,23000,23000,23000,23000,23000,23000,23000,26000,26000,26000,26000,24000,22000,22000,22000,22000,22000,18000,18000,18000,18000,18000,16000,16000,16000,13000,15000,18000,20000,20000,20000,20000,20000,20000,28000,25000,25000,25000,25000,25000,25000,25000,20000,20000,20000,16000,16000,16000,16000,16000,13000,13000,13000,13000,13000,15000,18000,20000,24000,24000,24000,24000,22000,22000,20000,18000,16000,16000,16000,16000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,16000,16000,15000,15000,15000,15000,15000,15000,18000,20000,22000,24000,24000,25000,25000,25000,25000,25000,25000,25000
광주,28000,28000,30000,30000,31000,31000,31000,29000,27000,27000,27000,27000,30000,30000,30000,30000,31000,32000,36000,38000,35000,35000,35000,37000,38000,38000,44000,43000,43000,30000,33000,33000,30000,28000,27000,27000,27000,29000,27000,26000,25000,27000,27000,26000,26000,26000,25000,25000,25000,25000,25000,22000,22000,21000,20000,21000,21000,21000,21000,21000,21000,18000,18000,18000,18000,18000,18000,17000,17000,17000,17000,16000,15000,15000,15000,15000,14000,14000,14000,15000,15000,16000,15000,14000,14000,14000,14000,13000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,14000,12000,12000,13000,15000,20000,22000,22000,22000,20000,16000,15000,14000,15000,16000,17000,18000,18000,18000,21000,17000,17000,15000,15000,15000,14000,15000,15000,15000,15000,13000,13000,13000,13000,14000,17000,23000,25000,28000,26000,20000,18000,20000,20000,20000,23000,27000,27000,29000,29000,28000,28000,25000,25000,24000,21000,19000,19000,19000,19000,18000,16000,15000,15000,15000,17000,20000,22000,20000,23000,23000,23000,25000,30000,27000,27000,27000,27000,25000,23000,25000,18000,16000,16000,16000,15000,15000,15000,16000,16000,15000,14000,14000,15000,15000,17000,22000,26000,24000,24000,24000,23000,23000,20000,17000,16000,15000,15000,15000,15000,14000,14000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,16000,16000,17000,16000,16000,16000,15000,15000,16000,16000,17000,20000,23000,24000,24000,26000,26000,25000,25000,25000,24000,24000
대전,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,34000,36000,36000,36000,36000,37000,38000,38000,40000,40000,40000,40000,35000,35000,32000,30000,25000,25000,25000,25000,29000,27000,26000,26000,27000,27000,27000,27000,27000,27000,27000,27000,25000,25000,22000,20000,20000,22000,22000,20000,20000,22000,22000,20000,20000,18000,18000,20000,20000,19000,19000,17000,18000,17000,17000,17000,17000,16000,15000,13000,13000,13000,13000,13000,14000,14000,14000,14000,12000,12000,13000,14000,14000,14000,14000,14000,12000,11000,11000,13000,13000,13000,12000,12000,12000,12000,18000,20000,23000,21000,20000,12000,12000,13000,13000,15000,18000,18000,22000,22000,22000,19000,17000,15000,15000,15000,14000,14000,12000,13000,13000,10000,12000,13000,13000,14000,17000,22000,22000,27000,24000,24000,24000,20000,20000,20000,20000,22000,24000,28000,30000,25000,25000,25000,24000,24000,21000,18000,22000,22000,18000,18000,18000,16000,16000,12000,12000,15000,18000,18000,16000,18000,20000,20000,30000,26000,28000,28000,28000,25000,23000,23000,18000,18000,18000,18000,13000,13000,13000,16000,13000,12000,12000,12000,13000,16000,18000,22000,22000,22000,25000,25000,22000,22000,20000,18000,18000,17000,17000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,18000,18000,15000,15000,15000,15000,15000,15000,15000,18000,18000,18000,18000,16000,16000,16000,16000,16000,16000,18000,21000,21000,25000,24000,26000,26000,26000,24000,24000,24000,22000
