,평균,평년,서울,부산,대구,광주,대전
2015/04/14,23000,17410,24000,23000,23000,22000,23000
2015/04/15,22200,17087,24000,21000,23000,20000,23000
2015/04/16,21600,16587,24000,21000,22000,20000,21000
2015/04/17,21600,16080,24000,21000,22000,20000,21000
2015/04/20,19400,15227,20000,19000,20000,19000,19000
2015/04/21,18800,15073,18000,19000,19000,19000,19000
2015/04/22,18800,14910,18000,19000,19000,19000,19000
2015/04/23,18200,14767,15000,19000,19000,19000,19000
2015/04/24,17400,14773,15000,18000,19000,18000,17000
2015/04/27,15000,14977,13000,13000,19000,15000,15000
2015/04/28,14400,14980,13000,12000,19000,15000,13000
2015/04/29,13600,14963,11000,11000,19000,15000,12000
2015/04/30,12400,14837,11000,11000,14000,14000,12000
2015/05/04,11600,14040,11000,11000,12000,12000,12000
2015/05/06,10600,13693,11000,10000,10000,10000,12000
2015/05/07,11800,13447,12000,11000,12000,11000,13000
2015/05/08,11800,13227,12000,11000,12000,11000,13000
2015/05/11,11200,12685,10000,11000,11000,11000,13000
2015/05/12,11200,12682,10000,11000,11000,11000,13000
2015/05/13,11200,12643,10000,11000,11000,11000,13000
2015/05/14,11200,12513,10000,11000,11000,11000,13000
2015/05/15,11200,12320,10000,11000,11000,11000,13000
2015/05/18,10600,12003,10000,10000,11000,11000,11000
2015/05/19,10600,11917,10000,10000,11000,11000,11000
2015/05/20,11000,11847,10000,10000,12000,11000,12000
2015/05/21,11000,11793,10000,10000,12000,11000,12000
2015/05/22,11400,11833,10000,12000,12000,11000,12000
2015/05/26,10800,12070,10000,10000,12000,10000,12000
2015/05/27,10800,12390,10000,10000,12000,10000,12000
2015/05/28,9800,12787,8000,9000,11000,9000,12000
2015/05/29,9000,13530,8000,9000,9000,9000,10000
2015/06/01,8200,13963,7000,8000,9000,8000,9000
2015/06/02,8200,13750,7000,8000,9000,8000,9000
2015/06/03,8400,13680,7000,8000,9000,9000,9000
2015/06/04,9000,13373,9000,9000,9000,9000,9000
2015/06/05,9400,13320,11000,9000,9000,9000,9000
2015/06/08,9800,13097,11000,10000,9000,9000,10000
2015/06/09,9800,13080,10000,10000,10000,9000,10000
2015/06/10,9800,13197,10000,10000,10000,9000,10000
2015/06/11,9600,13173,10000,10000,9000,9000,10000
2015/06/12,9800,12920,10000,10000,9000,10000,10000
2015/06/15,10400,13313,10000,11000,10000,10000,11000
2015/06/16,10400,13107,10000,11000,10000,10000,11000
2015/06/17,10400,12987,10000,11000,10000,10000,11000
2015/06/18,11000,12763,10000,12000,11000,11000,11000
2015/06/19,11600,12537,12000,12000,11000,12000,11000
2015/06/22,12200,12077,11000,12000,12000,13000,13000
2015/06/23,12600,12233,11000,12000,12000,15000,13000
2015/06/24,12600,12273,11000,12000,12000,15000,13000
2015/06/25,12600,12148,11000,12000,12000,16000,12000
2015/06/26,12800,11982,11000,12000,13000,16000,12000
2015/06/29,14200,11827,13000,12000,14000,16000,16000
2015/06/30,13800,11603,13000,12000,13000,15000,16000
2015/07/01,13000,11320,12000,12000,13000,14000,14000
2015/07/02,13400,10987,12000,12000,14000,15000,14000
2015/07/03,13000,10757,10000,12000,14000,15000,14000
2015/07/06,12400,10893,10000,12000,13000,13000,14000
2015/07/07,12400,11127,10000,12000,13000,13000,14000
2015/07/08,11600,11373,9000,10000,12000,13000,14000
2015/07/09,11000,11867,9000,10000,12000,12000,12000
2015/07/10,10800,12417,9000,10000,11000,12000,12000
2015/07/13,10200,15043,8000,10000,10000,11000,12000
2015/07/14,9800,15023,8000,9000,10000,11000,11000
2015/07/15,9800,15247,8000,9000,10000,11000,11000
2015/07/16,10400,16053,8000,11000,10000,12000,11000
2015/07/17,11000,16590,10000,11000,10000,13000,11000
2015/07/20,14000,16620,13000,15000,11000,15000,16000
2015/07/21,15600,16450,17000,15000,13000,16000,17000
2015/07/22,16000,16387,17000,15000,15000,16000,17000
2015/07/23,16200,16093,16000,15000,16000,17000,17000
2015/07/24,15200,15797,12000,14000,16000,17000,17000
2015/07/27,15000,15373,12000,14000,16000,16000,17000
2015/07/28,15600,15160,15000,14000,16000,16000,17000
2015/07/29,15800,14707,14000,15000,17000,17000,16000
2015/07/30,17000,14343,16000,15000,18000,20000,16000
2015/07/31,17600,14347,17000,15000,18000,20000,18000
2015/08/03,24400,15577,25000,19000,28000,30000,20000
2015/08/04,28200,16373,28000,23000,30000,36000,24000
2015/08/05,29000,17440,32000,23000,30000,36000,24000
2015/08/06,27600,17800,25000,23000,30000,34000,26000
2015/08/07,26600,17520,24000,23000,28000,32000,26000
2015/08/10,19400,17447,16000,18000,28000,20000,15000
2015/08/11,17800,17763,14000,16000,28000,18000,13000
2015/08/12,15200,18227,12000,15000,18000,18000,13000
2015/08/13,13800,18560,12000,14000,15000,16000,12000
2015/08/17,11000,19127,9000,10000,12000,15000,9000
2015/08/18,10800,19550,9000,10000,12000,14000,9000
2015/08/19,10800,20373,9000,10000,12000,14000,9000
2015/08/20,10600,20973,9000,9000,12000,14000,9000
2015/08/21,9200,22423,7000,8000,10000,14000,7000
2015/08/24,9800,28577,7000,10000,10000,15000,7000
2015/08/25,11800,28520,10000,12000,12000,16000,9000
2015/08/26,13600,27760,14000,14000,14000,16000,10000
2015/08/27,13800,27650,12000,14000,16000,17000,10000
2015/08/28,14000,28100,13000,14000,16000,17000,10000
2015/08/31,16200,26120,15000,16000,17000,20000,13000
2015/09/01,15800,26133,15000,16000,17000,18000,13000
2015/09/02,15600,26667,14000,16000,17000,18000,13000
2015/09/03,16600,27070,14000,18000,18000,20000,13000
2015/09/04,16800,27073,14000,19000,18000,20000,13000
2015/09/07,16200,28663,14000,16000,18000,20000,13000
2015/09/08,15600,29010,14000,15000,18000,18000,13000
2015/09/09,15800,28973,15000,15000,18000,18000,13000
2015/09/10,16600,29383,15000,15000,18000,19000,16000
2015/09/11,15400,28903,14000,14000,17000,19000,13000
2015/09/14,15800,26943,16000,14000,17000,19000,13000
2015/09/15,17000,25967,16000,17000,18000,19000,15000
2015/09/16,17000,24997,16000,17000,18000,19000,15000
2015/09/17,16800,23833,16000,16000,18000,19000,15000
2015/09/18,17600,23257,16000,18000,19000,19000,16000
2015/09/21,16600,22063,16000,17000,18000,18000,14000
2015/09/22,16000,22110,16000,16000,17000,17000,14000
2015/09/23,15200,22100,14000,14000,17000,17000,14000
2015/09/24,14000,21737,12000,13000,16000,17000,12000
2015/09/25,13200,21377,10000,13000,16000,17000,10000
2015/09/30,12000,19253,10000,13000,16000,13000,8000
2015/10/01,10600,18830,8000,12000,13000,12000,8000
2015/10/02,10400,18490,8000,12000,12000,12000,8000
2015/10/05,9400,16953,8000,10000,11000,11000,7000
2015/10/06,11200,16057,11000,12000,12000,12000,9000
2015/10/07,12400,15970,12000,13000,12000,15000,10000
2015/10/08,13600,15577,12000,15000,13000,16000,12000
2015/10/12,13200,14300,12000,15000,13000,15000,11000
2015/10/13,13400,14257,13000,15000,13000,15000,11000
2015/10/14,13800,14693,13000,15000,15000,15000,11000
2015/10/15,14600,15440,13000,17000,16000,16000,11000
2015/10/16,15400,16063,13000,17000,17000,17000,13000
2015/10/19,15000,17110,13000,15000,17000,17000,13000
2015/10/20,14600,17173,13000,14000,17000,16000,13000
2015/10/21,14000,17280,13000,13000,16000,15000,13000
2015/10/22,13000,17290,11000,13000,15000,15000,11000
2015/10/23,12600,17357,11000,13000,14000,14000,11000
2015/10/26,13000,18063,14000,12000,14000,14000,11000
2015/10/27,14200,18223,16000,13000,14000,14000,14000
2015/10/28,15200,18150,16000,14000,15000,15000,16000
2015/10/29,15600,18107,18000,14000,15000,15000,16000
2015/10/30,15600,18443,18000,14000,15000,15000,16000
2015/11/02,15800,19637,18000,14000,15000,15000,17000
2015/11/03,16800,20047,18000,16000,16000,17000,17000
2015/11/04,17000,20500,18000,17000,16000,17000,17000
2015/11/05,17600,21067,18000,17000,17000,19000,17000
2015/11/06,18200,21540,18000,18000,18000,20000,17000
2015/11/09,18400,22470,18000,18000,19000,20000,17000
2015/11/10,16400,23090,15000,16000,18000,18000,15000
2015/11/11,16000,23563,13000,16000,18000,18000,15000
2015/11/12,17200,23580,17000,16000,18000,18000,17000
2015/11/13,17800,23657,17000,17000,18000,20000,17000
2015/11/16,20400,23317,20000,19000,20000,25000,18000
2015/11/17,20000,22893,20000,18000,19000,25000,18000
2015/11/18,20200,22520,20000,18000,20000,25000,18000
2015/11/19,20200,22173,20000,18000,20000,25000,18000
2015/11/20,21800,21953,22000,19000,22000,26000,20000
2015/11/23,23200,21387,24000,22000,23000,27000,20000
2015/11/24,26600,21120,26000,27000,27000,27000,26000
2015/11/25,28200,20853,26000,29000,30000,30000,26000
2015/11/26,30400,20493,32000,29000,32000,32000,27000
2015/11/27,30400,20287,32000,29000,32000,32000,27000
2015/11/30,31800,19007,36000,32000,32000,32000,27000
2015/12/01,32000,18790,36000,30000,32000,32000,30000
2015/12/02,32400,18960,36000,30000,32000,34000,30000
2015/12/03,33400,19070,36000,32000,32000,35000,32000
2015/12/07,33000,19900,36000,32000,32000,35000,30000
2015/12/08,33000,20187,36000,32000,32000,35000,30000
2015/12/09,33000,20507,36000,32000,32000,35000,30000
2015/12/10,28600,20760,27000,28000,30000,32000,26000
2015/12/11,28200,21003,27000,28000,30000,30000,26000
2015/12/14,26600,21793,25000,28000,28000,28000,24000
2015/12/15,26200,22050,25000,26000,28000,28000,24000
2015/12/16,25800,22723,25000,26000,27000,27000,24000
2015/12/17,27000,23480,28000,28000,27000,27000,25000
2015/12/18,27000,24227,28000,28000,27000,28000,24000
2015/12/21,27000,25207,28000,28000,27000,28000,24000
2015/12/22,26800,25450,28000,25000,27000,28000,26000
2015/12/23,26400,25573,28000,24000,27000,27000,26000
2015/12/24,25600,25523,28000,23000,26000,27000,24000
2015/12/28,25000,24927,28000,23000,25000,25000,24000
2015/12/29,25600,24843,28000,25000,25000,26000,24000
2015/12/30,24600,24547,25000,23000,25000,26000,24000
2015/12/31,24600,24220,25000,23000,25000,26000,24000
2016/01/04,23400,24640,20000,21000,25000,27000,24000
2016/01/05,25200,25327,23000,23000,25000,27000,28000
2016/01/06,26600,25943,26000,25000,26000,29000,27000
2016/01/07,26400,26353,28000,25000,26000,28000,25000
2016/01/08,25600,26430,26000,25000,25000,27000,25000
2016/01/11,26400,26767,26000,26000,26000,27000,27000
2016/01/12,26400,26627,26000,26000,26000,27000,27000
2016/01/13,26400,26930,26000,26000,26000,27000,27000
2016/01/14,27400,27307,28000,28000,26000,28000,27000
2016/01/15,29200,27697,30000,29000,28000,29000,30000
2016/01/18,32000,28903,37000,31000,30000,32000,30000
2016/01/19,34800,29380,37000,34000,32000,38000,33000
2016/01/20,34000,30347,33000,34000,32000,38000,33000
2016/01/21,34600,31410,33000,34000,33000,38000,35000
2016/01/22,35000,32020,35000,34000,33000,38000,35000
2016/01/25,36800,32727,38000,36000,35000,38000,37000
2016/01/26,37800,32837,38000,36000,37000,40000,38000
2016/01/27,37600,32663,36000,36000,38000,40000,38000
2016/01/28,37600,32447,36000,36000,38000,40000,38000
2016/01/29,38200,32430,36000,36000,39000,40000,40000
2016/02/01,40000,31950,39000,38000,39000,42000,42000
2016/02/02,42400,32017,42000,41000,42000,43000,44000
2016/02/03,43800,31937,42000,43000,45000,43000,46000
2016/02/04,44600,31663,45000,43000,45000,44000,46000
2016/02/05,44200,31437,47000,41000,45000,44000,44000
2016/02/11,36400,31797,33000,41000,40000,33000,35000
2016/02/12,31000,32033,28000,27000,35000,30000,35000
2016/02/15,28400,30083,28000,26000,30000,28000,30000
2016/02/16,29000,30007,30000,27000,30000,28000,30000
2016/02/17,31600,30123,30000,30000,35000,28000,35000
2016/02/18,32200,29860,30000,30000,35000,31000,35000
2016/02/19,31800,29323,30000,28000,35000,31000,35000
2016/02/22,27000,29233,25000,26000,30000,29000,25000
2016/02/23,26400,29057,25000,25000,30000,27000,25000
2016/02/24,26000,28463,25000,25000,28000,27000,25000
2016/02/25,25600,27643,25000,24000,27000,27000,25000
2016/02/26,25800,27330,25000,23000,27000,27000,27000
2016/02/29,25600,30680,25000,23000,26000,27000,27000
2016/03/02,27000,27203,25000,26000,27000,27000,30000
2016/03/03,27000,27247,25000,26000,27000,27000,30000
2016/03/04,26600,27493,25000,24000,27000,27000,30000
2016/03/07,26600,27640,25000,24000,27000,27000,30000
2016/03/08,26200,27487,25000,24000,27000,27000,28000
2016/03/09,28200,27337,25000,28000,30000,28000,30000
2016/03/10,28200,27040,25000,28000,30000,28000,30000
2016/03/11,29200,26427,28000,28000,32000,28000,30000
2016/03/14,28400,25540,28000,26000,30000,28000,30000
2016/03/15,28400,25027,28000,26000,30000,28000,30000
2016/03/16,27400,24657,26000,26000,28000,30000,27000
2016/03/17,29000,24497,26000,26000,30000,31000,32000
2016/03/18,29800,24313,28000,28000,30000,31000,32000
2016/03/21,27400,23563,27000,27000,28000,27000,28000
2016/03/22,26800,23407,25000,27000,28000,26000,28000
2016/03/23,24800,23140,25000,24000,25000,25000,25000
2016/03/24,24600,22743,25000,24000,25000,22000,27000
2016/03/25,24200,22253,25000,24000,25000,20000,27000
2016/03/28,20600,20827,21000,22000,22000,16000,22000
2016/03/29,19600,20507,21000,18000,22000,17000,20000
2016/03/30,18600,20310,20000,18000,20000,17000,18000
2016/03/31,18000,20077,17000,18000,18000,19000,18000
2016/04/01,17800,19733,17000,18000,18000,19000,17000
2016/04/04,17200,19650,15000,16000,18000,19000,18000
2016/04/05,15000,19450,14000,14000,16000,15000,16000
2016/04/06,15400,19380,14000,14000,16000,15000,18000
2016/04/07,15000,19767,14000,14000,16000,15000,16000
2016/04/08,16600,20273,18000,15000,16000,16000,18000
2016/04/11,16800,18867,16000,15000,18000,15000,20000
2016/04/12,16000,18427,14000,14000,17000,15000,20000
2016/04/14,15200,17503,14000,14000,16000,15000,17000
2016/04/15,14200,17127,13000,14000,14000,15000,15000
2016/04/18,14200,15747,13000,13000,15000,12000,18000
2016/04/19,13600,15477,12000,13000,15000,13000,15000
2016/04/20,13600,15320,12000,13000,15000,13000,15000
2016/04/21,13200,15247,12000,13000,15000,13000,13000
2016/04/22,13600,15070,12000,13000,15000,13000,15000
2016/04/25,12200,14760,12000,12000,13000,12000,12000
2016/04/26,12200,14830,12000,12000,13000,12000,12000
2016/04/27,11800,14793,11000,12000,12000,12000,12000
2016/04/28,12400,14553,11000,12000,13000,13000,13000
2016/04/29,12000,14390,10000,11000,13000,13000,13000
2016/05/02,12000,13997,10000,12000,13000,12000,13000
2016/05/03,12000,13933,10000,12000,13000,12000,13000
2016/05/04,11800,13763,10000,11000,13000,12000,13000
2016/05/09,11200,13033,10000,11000,12000,10000,13000
2016/05/10,10800,12843,9000,11000,11000,10000,13000
2016/05/11,10400,12727,9000,11000,11000,10000,11000
2016/05/12,10400,12683,9000,11000,11000,10000,11000
2016/05/13,11600,12657,11000,11000,12000,11000,13000
2016/05/16,11800,12093,12000,11000,12000,11000,13000
2016/05/17,11200,12003,11000,11000,12000,11000,11000
2016/05/18,11200,12057,11000,11000,12000,11000,11000
2016/05/19,11600,12023,11000,13000,12000,11000,11000
2016/05/20,11600,11993,10000,13000,12000,12000,11000
2016/05/23,11200,11873,9000,12000,12000,11000,12000
2016/05/24,11200,11733,9000,12000,12000,11000,12000
2016/05/25,11200,11580,9000,12000,12000,11000,12000
2016/05/26,11000,11470,9000,11000,12000,11000,12000
2016/05/27,10600,11410,9000,11000,12000,11000,10000
2016/05/30,10400,12547,9000,11000,12000,10000,10000
2016/05/31,10400,12630,9000,11000,12000,10000,10000
2016/06/01,11000,12537,10000,11000,12000,12000,10000
2016/06/02,11400,12480,10000,11000,12000,12000,12000
2016/06/03,11200,12600,10000,11000,11000,12000,12000
2016/06/07,11200,12990,10000,11000,11000,12000,12000
2016/06/08,11600,13017,11000,11000,12000,12000,12000
2016/06/09,11800,13123,11000,11000,12000,13000,12000
2016/06/10,12200,13267,11000,13000,12000,13000,12000
2016/06/13,12000,13113,11000,12000,12000,13000,12000
2016/06/14,12200,13313,11000,12000,13000,13000,12000
2016/06/15,12200,13367,11000,13000,12000,13000,12000
2016/06/16,12600,13160,11000,13000,12000,13000,14000
2016/06/17,13800,13013,14000,14000,13000,14000,14000
2016/06/20,16000,12297,17000,15000,15000,17000,16000
2016/06/21,16400,12040,17000,15000,15000,18000,17000
2016/06/22,16200,11943,17000,15000,16000,16000,17000
2016/06/23,16000,12060,15000,15000,17000,16000,17000
2016/06/24,14200,12180,12000,15000,15000,15000,14000
2016/06/27,12600,12220,9000,13000,14000,15000,12000
2016/06/28,12000,12273,9000,12000,12000,15000,12000
2016/06/29,11600,12333,9000,11000,12000,14000,12000
2016/06/30,11600,12310,9000,11000,12000,14000,12000
2016/07/01,11400,12107,9000,11000,11000,14000,12000
2016/07/04,11600,11187,9000,11000,12000,14000,12000
2016/07/05,12400,11113,11000,11000,13000,14000,13000
2016/07/06,14600,11027,13000,17000,13000,17000,13000
2016/07/07,16000,10900,17000,19000,13000,18000,13000
2016/07/08,16600,10760,21000,18000,13000,18000,13000
2016/07/11,17400,11897,18000,18000,15000,20000,16000
2016/07/12,18800,12883,18000,18000,18000,20000,20000
2016/07/13,18800,13403,16000,20000,18000,20000,20000
2016/07/14,19400,13450,16000,20000,20000,21000,20000
2016/07/15,19000,13993,16000,18000,20000,21000,20000
2016/07/18,17600,17263,16000,16000,18000,20000,18000
2016/07/19,16000,17330,12000,14000,18000,18000,18000
2016/07/20,14600,17567,10000,13000,17000,15000,18000
2016/07/21,13200,17877,10000,12000,15000,14000,15000
2016/07/22,11800,17907,10000,12000,13000,12000,12000
2016/07/25,10800,16593,10000,10000,12000,10000,12000
2016/07/26,10200,16433,10000,10000,11000,10000,10000
2016/07/27,10200,16000,10000,10000,11000,10000,10000
2016/07/28,10800,15627,12000,10000,12000,10000,10000
2016/07/29,11000,15413,12000,10000,12000,11000,10000
2016/08/01,12400,17550,15000,10000,12000,13000,12000
2016/08/02,14800,17870,17000,12000,13000,18000,14000
2016/08/03,17000,19050,17000,18000,15000,20000,15000
2016/08/04,20600,20140,22000,21000,20000,20000,20000
2016/08/05,27000,21200,35000,24000,25000,23000,28000
2016/08/08,21400,19890,23000,20000,23000,18000,23000
2016/08/09,17400,19667,15000,17000,20000,18000,17000
2016/08/10,14800,19127,13000,15000,17000,15000,14000
2016/08/11,14000,18297,13000,14000,15000,14000,14000
2016/08/12,13800,17440,13000,14000,14000,14000,14000
2016/08/16,12600,16677,10000,13000,13000,13000,14000
2016/08/17,12400,17033,8000,13000,14000,13000,14000
2016/08/18,12800,17213,10000,13000,14000,13000,14000
2016/08/19,13400,17170,10000,14000,14000,15000,14000
2016/08/22,14200,20480,13000,14000,14000,17000,13000
2016/08/23,14800,22670,15000,14000,15000,17000,13000
2016/08/24,15800,23790,15000,15000,16000,17000,16000
2016/08/25,15600,23433,15000,15000,16000,16000,16000
2016/08/26,18000,22973,18000,16000,18000,19000,19000
2016/08/29,26000,23907,23000,20000,25000,32000,30000
2016/08/30,30800,23093,30000,23000,30000,36000,35000
2016/08/31,33800,22040,30000,30000,35000,39000,35000
2016/09/01,37800,21653,32000,35000,40000,42000,40000
2016/09/02,39200,21533,37000,35000,40000,44000,40000
2016/09/05,35200,20973,28000,35000,35000,38000,40000
2016/09/06,35000,21097,28000,33000,35000,37000,42000
2016/09/07,32600,21467,25000,32000,35000,33000,38000
2016/09/08,37200,21533,30000,36000,40000,40000,40000
2016/09/09,39200,21283,35000,36000,40000,42000,43000
2016/09/12,39800,20447,35000,41000,40000,40000,43000
2016/09/13,41200,20083,40000,41000,40000,40000,45000
2016/09/19,24600,16993,20000,20000,35000,23000,25000
2016/09/20,26200,16913,22000,20000,35000,24000,30000
2016/09/21,27400,17010,22000,21000,35000,26000,33000
2016/09/22,29000,17103,25000,23000,35000,27000,35000
2016/09/23,27400,16800,23000,26000,30000,28000,30000
2016/09/26,21600,14683,18000,22000,25000,23000,20000
2016/09/27,21600,14523,15000,24000,25000,22000,22000
2016/09/28,19800,14200,15000,22000,20000,20000,22000
2016/09/29,20400,14133,17000,22000,20000,23000,20000
2016/09/30,23200,14067,20000,22000,27000,23000,24000
2016/10/04,25000,13497,23000,23000,27000,25000,27000
2016/10/05,27000,13480,25000,26000,30000,27000,27000
2016/10/06,27000,13737,25000,26000,30000,27000,27000
2016/10/07,25200,13880,20000,24000,30000,27000,25000
2016/10/10,26400,13623,24000,26000,30000,24000,28000
2016/10/11,26600,13733,24000,26000,30000,25000,28000
2016/10/12,27400,13830,25000,26000,30000,28000,28000
2016/10/13,28800,13910,27000,28000,30000,31000,28000
2016/10/14,33200,14253,32000,35000,32000,35000,32000
2016/10/17,30000,14707,28000,30000,32000,28000,32000
2016/10/18,25400,14967,23000,24000,30000,25000,25000
2016/10/19,22600,15287,20000,20000,25000,22000,26000
2016/10/20,19800,15427,18000,20000,20000,21000,20000
2016/10/21,19600,15427,16000,20000,20000,20000,22000
2016/10/24,17600,16020,17000,18000,20000,15000,18000
2016/10/25,18000,16460,18000,18000,20000,16000,18000
2016/10/26,18800,16690,20000,18000,20000,16000,20000
2016/10/27,17600,17050,18000,17000,18000,17000,18000
2016/10/28,20400,17150,20000,18000,20000,19000,25000
2016/10/31,19200,17953,18000,18000,20000,20000,20000
2016/11/01,21600,18253,20000,20000,22000,22000,24000
2016/11/02,22600,18437,20000,22000,22000,25000,24000
2016/11/03,24600,18800,25000,24000,25000,25000,24000
2016/11/04,24800,19373,25000,24000,25000,26000,24000
2016/11/07,24600,20603,23000,24000,25000,23000,28000
2016/11/08,23000,20847,20000,22000,25000,23000,25000
2016/11/09,22800,21110,19000,22000,25000,23000,25000
2016/11/10,22400,21557,19000,22000,25000,23000,23000
2016/11/11,22000,21950,19000,22000,23000,23000,23000
2016/11/14,19800,22577,19000,20000,20000,20000,20000
2016/11/15,19200,22613,19000,20000,20000,19000,18000
2016/11/16,18200,22743,18000,18000,18000,19000,18000
2016/11/17,17600,22853,16000,18000,18000,18000,18000
2016/11/18,18800,23053,18000,18000,20000,18000,20000
2016/11/21,18600,23517,18000,18000,20000,17000,20000
2016/11/22,18800,23450,18000,18000,20000,18000,20000
2016/11/23,18800,23800,18000,18000,20000,18000,20000
2016/11/24,18400,24373,18000,18000,20000,18000,18000
2016/11/25,18400,24573,18000,18000,20000,18000,18000
2016/11/28,18400,23773,18000,18000,20000,18000,18000
2016/11/29,18400,22880,18000,18000,20000,18000,18000
2016/11/30,18800,22097,18000,18000,20000,18000,20000
2016/12/01,19400,21783,18000,19000,20000,20000,20000
2016/12/05,19800,22533,18000,19000,20000,22000,20000
2016/12/06,19600,22873,18000,19000,20000,21000,20000
2016/12/07,19400,23140,18000,19000,20000,20000,20000
2016/12/08,19400,23377,18000,19000,20000,20000,20000
2016/12/09,19400,23550,18000,19000,20000,20000,20000
2016/12/12,19400,24333,18000,19000,20000,20000,20000
2016/12/13,19400,24493,18000,19000,20000,20000,20000
2016/12/14,19400,24440,18000,19000,20000,20000,20000
2016/12/15,19400,24670,18000,19000,20000,20000,20000
2016/12/16,19800,24950,20000,19000,20000,20000,20000
2016/12/19,21800,26263,20000,21000,25000,21000,22000
2016/12/20,21800,26513,20000,21000,25000,21000,22000
2016/12/21,21400,26553,20000,19000,25000,21000,22000
2016/12/22,21400,26490,20000,19000,25000,21000,22000
2016/12/23,21800,26360,20000,21000,25000,21000,22000
2016/12/26,22800,25883,22000,22000,25000,23000,22000
2016/12/27,23800,25673,24000,22000,25000,24000,24000
2016/12/28,25600,25537,26000,25000,26000,25000,26000
2016/12/29,27400,25363,26000,25000,30000,30000,26000
2016/12/30,27000,25013,26000,25000,30000,28000,26000
2017/01/02,26400,24643,26000,24000,28000,28000,26000
2017/01/03,25600,24643,24000,23000,27000,28000,26000
2017/01/04,25200,25050,24000,23000,25000,28000,26000
2017/01/05,24800,25627,25000,23000,25000,25000,26000
2017/01/06,26000,26210,27000,24000,27000,26000,26000
2017/01/09,28000,26800,29000,26000,30000,25000,30000
2017/01/10,29000,26877,29000,26000,30000,30000,30000
2017/01/11,31600,26910,29000,29000,35000,32000,33000
2017/01/12,31600,26893,29000,29000,35000,32000,33000
2017/01/13,31000,27503,29000,27000,33000,33000,33000
2017/01/16,32600,29657,32000,30000,35000,33000,33000
2017/01/17,32600,30023,32000,30000,35000,33000,33000
2017/01/18,32600,30333,32000,30000,35000,33000,33000
2017/01/19,32600,30823,32000,30000,35000,33000,33000
2017/01/20,31800,31320,30000,28000,35000,33000,33000
2017/01/23,32800,32740,33000,30000,35000,33000,33000
2017/01/24,32000,32903,30000,30000,35000,32000,33000
2017/01/25,31400,33073,30000,30000,35000,30000,32000
2017/01/26,30400,33170,25000,30000,35000,30000,32000
2017/01/31,26400,34110,25000,30000,30000,22000,25000
2017/02/01,22400,34110,20000,22000,25000,22000,23000
2017/02/02,22800,34453,23000,22000,25000,21000,23000
2017/02/03,22400,34510,23000,20000,25000,21000,23000
2017/02/06,22000,35400,21000,20000,25000,21000,23000
2017/02/07,22000,35737,21000,20000,25000,21000,23000
2017/02/08,21200,35697,20000,19000,23000,21000,23000
2017/02/09,20200,35690,19000,19000,20000,20000,23000
2017/02/10,20200,35477,19000,19000,20000,20000,23000
2017/02/13,20800,32417,22000,19000,20000,20000,23000
2017/02/14,21400,31663,22000,19000,20000,23000,23000
2017/02/15,21200,30887,22000,19000,20000,22000,23000
2017/02/16,20600,30587,22000,19000,20000,21000,21000
2017/02/17,23200,30800,22000,21000,25000,23000,25000
2017/02/20,22000,29970,22000,20000,22000,22000,24000
2017/02/21,22000,30090,22000,20000,22000,22000,24000
2017/02/22,22400,29913,20000,20000,25000,23000,24000
2017/02/23,22600,29353,20000,20000,25000,23000,25000
2017/02/24,22600,28523,20000,21000,25000,22000,25000
2017/02/27,22600,27480,20000,21000,25000,22000,25000
2017/02/28,23000,27357,22000,22000,25000,21000,25000
2017/03/02,25200,27490,22000,22000,30000,22000,30000
2017/03/03,24000,27493,22000,22000,25000,21000,30000
2017/03/06,22000,27653,20000,20000,25000,20000,25000
2017/03/07,20600,27547,20000,18000,25000,20000,20000
2017/03/08,20800,27460,20000,18000,25000,19000,22000
2017/03/09,20000,27577,18000,17000,25000,18000,22000
2017/03/10,19600,27653,18000,17000,25000,20000,18000
2017/03/13,18200,27210,18000,16000,20000,19000,18000
2017/03/14,18600,26993,18000,16000,20000,19000,20000
2017/03/15,17600,26727,18000,16000,18000,18000,18000
2017/03/16,17000,26577,17000,16000,17000,17000,18000
2017/03/17,17200,26443,17000,16000,17000,18000,18000
2017/03/20,16600,26047,15000,16000,17000,17000,18000
2017/03/21,15600,25590,14000,16000,16000,16000,16000
2017/03/22,15200,25233,14000,14000,16000,16000,16000
2017/03/23,15200,24633,14000,14000,16000,16000,16000
2017/03/24,16200,23837,14000,16000,17000,16000,18000
2017/03/27,15800,21817,14000,15000,17000,15000,18000
2017/03/28,14200,21160,13000,13000,17000,15000,13000
2017/03/29,14200,20547,15000,13000,15000,15000,13000
2017/03/30,13800,20057,15000,13000,15000,13000,13000
2017/03/31,14400,19770,15000,14000,15000,15000,13000
2017/04/03,15400,19353,15000,15000,15000,14000,18000
2017/04/04,15000,19280,15000,15000,15000,14000,16000
2017/04/05,15800,19057,13000,16000,17000,16000,17000
2017/04/06,15200,19120,13000,16000,15000,15000,17000
2017/04/07,14400,19567,13000,16000,15000,14000,14000
2017/04/10,13800,19407,12000,14000,15000,14000,14000
2017/04/11,13800,18640,12000,14000,15000,14000,14000
2017/04/12,13600,18253,12000,13000,15000,14000,14000
2017/04/13,13000,17913,12000,13000,13000,13000,14000
2017/04/14,13200,17547,12000,13000,13000,13000,15000
2017/04/17,12800,16120,11000,12000,13000,13000,15000
2017/04/18,12200,15733,11000,12000,13000,12000,13000
