,평균,평년,서울,,,,부산,,,,대구,,,,광주,,,,대전,,,
2009/Unnamed: 1,,,봄,여름(고랭지),가을,월동,봄,여름(고랭지),가을,월동,봄,여름(고랭지),가을,월동,봄,여름(고랭지),가을,월동,봄,여름(고랭지),가을,월동
2014/06/09,3100,4788,3500,0,0,0,3000,0,0,0,3500,0,0,0,2500,0,0,0,3000,0,0,0
2014/06/10,3200,4727,3500,0,0,0,3000,0,0,0,3500,0,0,0,2500,0,0,0,3500,0,0,0
2014/06/11,3200,4653,3500,0,0,0,3000,0,0,0,3500,0,0,0,2500,0,0,0,3500,0,0,0
2014/06/12,3200,4553,3500,0,0,0,3000,0,0,0,3500,0,0,0,2500,0,0,0,3500,0,0,0
2014/06/13,3200,4461,3500,0,0,0,3000,0,0,0,3500,0,0,0,2500,0,0,0,3500,0,0,0
2014/06/16,3400,4395,3500,0,0,0,3500,0,0,0,3500,0,0,0,3000,0,0,0,3500,0,0,0
2014/06/17,3600,4410,4000,0,0,0,4000,0,0,0,3500,0,0,0,3000,0,0,0,3500,0,0,0
2014/06/18,4300,4413,4500,0,0,0,4500,0,0,0,4000,0,0,0,4000,0,0,0,4500,0,0,0
2014/06/19,4340,4394,4700,0,0,0,4500,0,0,0,4000,0,0,0,4000,0,0,0,4500,0,0,0
2014/06/20,4440,4426,4700,0,0,0,4500,0,0,0,4000,0,0,0,4500,0,0,0,4500,0,0,0
2014/06/23,4440,4498,4700,0,0,0,4500,0,0,0,4000,0,0,0,4500,0,0,0,4500,0,0,0
2014/06/24,4480,4499,4900,0,0,0,4500,0,0,0,4000,0,0,0,4500,0,0,0,4500,0,0,0
2014/06/25,4480,4666,4900,0,0,0,4500,0,0,0,4000,0,0,0,4500,0,0,0,4500,0,0,0
2014/06/26,5080,4753,4900,0,0,0,5000,0,0,0,4000,0,0,0,5000,0,0,0,6500,0,0,0
2014/06/27,5080,4745,4900,0,0,0,5000,0,0,0,4000,0,0,0,5000,0,0,0,6500,0,0,0
2014/06/30,5280,5128,4900,0,0,0,5000,0,0,0,4000,0,0,0,6000,0,0,0,6500,0,0,0
2014/07/01,5280,5293,4900,0,0,0,5000,0,0,0,4000,0,0,0,6000,0,0,0,6500,0,0,0
2014/07/02,5280,5475,4900,0,0,0,5000,0,0,0,4000,0,0,0,6000,0,0,0,6500,0,0,0
2014/07/03,5500,5592,5000,0,0,0,5000,0,0,0,5000,0,0,0,6000,0,0,0,6500,0,0,0
2014/07/04,5600,5603,5500,0,0,0,5000,0,0,0,5000,0,0,0,6000,0,0,0,6500,0,0,0
2014/07/07,5600,5842,5500,0,0,0,5000,0,0,0,5000,0,0,0,6000,0,0,0,6500,0,0,0
2014/07/08,5600,5970,5500,0,0,0,5000,0,0,0,5000,0,0,0,6000,0,0,0,6500,0,0,0
2014/07/09,5600,6030,5500,0,0,0,5000,0,0,0,5000,0,0,0,6000,0,0,0,6500,0,0,0
2014/07/10,5600,5995,5500,0,0,0,5000,0,0,0,5000,0,0,0,6000,0,0,0,6500,0,0,0
2014/07/11,5600,6030,5500,0,0,0,5000,0,0,0,5000,0,0,0,6000,0,0,0,6500,0,0,0
2014/07/14,5500,6645,5500,0,0,0,5000,0,0,0,5000,0,0,0,5500,0,0,0,6500,0,0,0
2014/07/15,5300,6748,5500,0,0,0,5000,0,0,0,5000,0,0,0,5500,0,0,0,5500,0,0,0
2014/07/16,5300,5740,5500,0,0,0,5000,0,0,0,5000,0,0,0,5500,0,0,0,5500,0,0,0
2014/07/17,5300,5760,5500,0,0,0,5000,0,0,0,5000,0,0,0,5500,0,0,0,5500,0,0,0
2014/07/18,5660,5768,5800,0,0,0,6000,0,0,0,5000,0,0,0,6000,0,0,0,5500,0,0,0
2014/07/21,5760,7716,5800,0,0,0,6500,0,0,0,5000,0,0,0,6000,0,0,0,5500,0,0,0
2014/07/22,6500,7707,6000,0,0,0,7000,0,0,0,6000,0,0,0,7000,0,0,0,6500,0,0,0
2014/07/23,6500,7878,6000,0,0,0,7000,0,0,0,6000,0,0,0,7000,0,0,0,6500,0,0,0
2014/07/24,6500,7961,6000,0,0,0,7000,0,0,0,6000,0,0,0,7000,0,0,0,6500,0,0,0
2014/07/25,7250,8339,6000,7500,0,0,7000,8000,0,0,6000,8000,0,0,7000,8000,0,0,6500,8500,0,0
2014/07/28,7250,8952,6000,7500,0,0,7000,8000,0,0,6000,8000,0,0,7000,8000,0,0,6500,8500,0,0
2014/07/29,7250,8653,6000,7500,0,0,7000,8000,0,0,6000,8000,0,0,7000,8000,0,0,6500,8500,0,0
2014/07/30,7250,8690,6000,7500,0,0,7000,8000,0,0,6000,8000,0,0,7000,8000,0,0,6500,8500,0,0
2014/07/31,7250,8385,6000,7500,0,0,7000,8000,0,0,6000,8000,0,0,7000,8000,0,0,6500,8500,0,0
2014/08/04,7300,8990,6000,8000,0,0,7000,8000,0,0,6000,8000,0,0,7000,8000,0,0,6500,8500,0,0
2014/08/05,7300,9033,6000,8000,0,0,7000,8000,0,0,6000,8000,0,0,7000,8000,0,0,6500,8500,0,0
2014/08/06,7300,9088,6000,8000,0,0,7000,8000,0,0,6000,8000,0,0,7000,8000,0,0,6500,8500,0,0
2014/08/07,8100,9125,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,8500,0,0
2014/08/08,8000,9227,0,7500,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,8500,0,0
2014/08/11,8000,9698,0,7500,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,8500,0,0
2014/08/12,7600,9658,0,7500,0,0,0,7500,0,0,0,8000,0,0,0,7000,0,0,0,8000,0,0
2014/08/13,7500,9700,0,7500,0,0,0,7500,0,0,0,8000,0,0,0,7000,0,0,0,7500,0,0
2014/08/14,7500,9850,0,7500,0,0,0,7500,0,0,0,8000,0,0,0,7000,0,0,0,7500,0,0
2014/08/18,7500,9847,0,7500,0,0,0,7500,0,0,0,8000,0,0,0,7000,0,0,0,7500,0,0
2014/08/19,7500,9860,0,7500,0,0,0,7500,0,0,0,8000,0,0,0,7000,0,0,0,7500,0,0
2014/08/20,7800,9903,0,7500,0,0,0,7500,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0
2014/08/21,7800,9843,0,7500,0,0,0,7500,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0
2014/08/22,7800,9813,0,7500,0,0,0,7500,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0
2014/08/25,7800,10060,0,7500,0,0,0,7500,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0
2014/08/26,7800,10140,0,7500,0,0,0,7500,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0
2014/08/27,7800,10250,0,7500,0,0,0,7500,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0
2014/08/28,7800,10307,0,7500,0,0,0,7500,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0
2014/08/29,7800,10370,0,7500,0,0,0,7500,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0
2014/09/01,8000,10643,0,7500,0,0,0,7500,0,0,0,8000,0,0,0,9000,0,0,0,8000,0,0
2014/09/02,8060,10883,0,7800,0,0,0,7500,0,0,0,8000,0,0,0,9000,0,0,0,8000,0,0
2014/09/03,8560,11238,0,7800,0,0,0,8000,0,0,0,8000,0,0,0,10000,0,0,0,9000,0,0
2014/09/04,9600,11488,0,8000,0,0,0,10000,0,0,0,8000,0,0,0,12000,0,0,0,10000,0,0
2014/09/05,9200,11590,0,8000,0,0,0,10000,0,0,0,8000,0,0,0,10000,0,0,0,10000,0,0
2014/09/11,8800,12143,0,8000,0,0,0,10000,0,0,0,8000,0,0,0,8000,0,0,0,10000,0,0
2014/09/12,8800,12177,0,8000,0,0,0,10000,0,0,0,8000,0,0,0,8000,0,0,0,10000,0,0
2014/09/15,8400,12098,0,8000,0,0,0,9000,0,0,0,8000,0,0,0,8000,0,0,0,9000,0,0
2014/09/17,7900,11583,0,7500,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0
2014/09/18,7900,11662,0,7500,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0
2014/09/19,7900,11678,0,7500,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0
2014/09/22,7600,11318,0,7500,0,0,0,7500,0,0,0,8000,0,0,0,7000,0,0,0,8000,0,0
2014/09/23,7600,11093,0,7500,0,0,0,7500,0,0,0,8000,0,0,0,7000,0,0,0,8000,0,0
2014/09/24,7600,10810,0,7500,0,0,0,7500,0,0,0,8000,0,0,0,7000,0,0,0,8000,0,0
2014/09/25,7600,10517,0,7500,0,0,0,7500,0,0,0,8000,0,0,0,7000,0,0,0,8000,0,0
2014/09/26,7600,10280,0,7500,0,0,0,7500,0,0,0,8000,0,0,0,7000,0,0,0,8000,0,0
2014/09/29,6900,9757,0,7500,0,0,0,7000,0,0,0,7000,0,0,0,6000,0,0,0,7000,0,0
2014/09/30,6740,9627,0,7200,0,0,0,7000,0,0,0,7000,0,0,0,6000,0,0,0,6500,0,0
2014/10/01,6700,9487,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,6000,0,0,0,6500,0,0
2014/10/02,6500,9305,0,7000,0,0,0,7000,0,0,0,6000,0,0,0,6000,0,0,0,6500,0,0
2014/10/06,6200,8832,0,7000,0,0,0,6500,0,0,0,6000,0,0,0,5000,0,0,0,6500,0,0
2014/10/07,5400,8747,0,6000,0,0,0,6000,0,0,0,6000,0,0,0,4000,0,0,0,5000,0,0
2014/10/08,5100,8487,0,6000,0,0,0,5500,0,0,0,5000,0,0,0,4000,0,0,0,5000,0,0
2014/10/10,5000,7927,0,5500,0,0,0,5500,0,0,0,5000,0,0,0,4000,0,0,0,5000,0,0
2014/10/13,4900,7378,0,5500,0,0,0,5000,0,0,0,5000,0,0,0,4000,0,0,0,5000,0,0
2014/10/14,4900,7333,0,5500,0,0,0,5000,0,0,0,5000,0,0,0,4000,0,0,0,5000,0,0
2014/10/15,4840,7215,0,5200,0,0,0,5000,0,0,0,5000,0,0,0,4000,0,0,0,5000,0,0
2014/10/16,4840,7068,0,5200,0,0,0,5000,0,0,0,5000,0,0,0,4000,0,0,0,5000,0,0
2014/10/17,4800,6933,0,5000,0,0,0,5000,0,0,0,5000,0,0,0,4000,0,0,0,5000,0,0
2014/10/20,4800,6557,0,5000,0,0,0,5000,0,0,0,5000,0,0,0,4000,0,0,0,5000,0,0
2014/10/21,4800,6537,0,5000,0,0,0,5000,0,0,0,5000,0,0,0,4000,0,0,0,5000,0,0
2014/10/22,4800,6468,0,5000,0,0,0,5000,0,0,0,5000,0,0,0,4000,0,0,0,5000,0,0
2014/10/23,4800,6365,0,5000,0,0,0,5000,0,0,0,5000,0,0,0,4000,0,0,0,5000,0,0
2014/10/24,4800,6263,0,5000,0,0,0,5000,0,0,0,5000,0,0,0,4000,0,0,0,5000,0,0
2014/10/27,4800,5872,0,5000,0,0,0,5000,0,0,0,5000,0,0,0,4000,0,0,0,5000,0,0
2014/10/28,4200,5713,0,5000,0,0,0,4000,0,0,0,4000,0,0,0,3500,0,0,0,4500,0,0
2014/10/29,4080,5635,0,4800,5000,0,0,4000,4000,0,0,4000,5000,0,0,3000,3000,0,0,4000,4000,0
2014/10/30,4060,5585,0,4800,4800,0,0,4000,4000,0,0,4000,5000,0,0,3000,3000,0,0,4000,4000,0
2014/10/31,4060,4831,0,4800,4800,0,0,4000,4000,0,0,4000,5000,0,0,3000,3000,0,0,4000,4000,0
2014/11/03,4100,4672,0,4500,4500,0,0,4000,4000,0,0,4000,5000,0,0,3500,3500,0,0,4000,4000,0
2014/11/04,4100,4640,0,4500,4500,0,0,4000,4000,0,0,4000,5000,0,0,3500,3500,0,0,4000,4000,0
2014/11/05,4200,4595,0,0,4500,0,0,0,4000,0,0,0,5000,0,0,0,3500,0,0,0,4000,0
2014/11/06,4200,4632,0,0,4500,0,0,0,4000,0,0,0,5000,0,0,0,3500,0,0,0,4000,0
2014/11/07,4200,4897,0,0,4500,0,0,0,4000,0,0,0,5000,0,0,0,3500,0,0,0,4000,0
2014/11/10,4200,5931,0,0,4500,0,0,0,4000,0,0,0,5000,0,0,0,3500,0,0,0,4000,0
2014/11/11,4200,5558,0,0,4500,0,0,0,4000,0,0,0,5000,0,0,0,3500,0,0,0,4000,0
2014/11/12,4200,5715,0,0,4500,0,0,0,4000,0,0,0,5000,0,0,0,3500,0,0,0,4000,0
2014/11/13,4200,5836,0,0,4500,0,0,0,4000,0,0,0,5000,0,0,0,3500,0,0,0,4000,0
2014/11/14,4300,6123,0,0,4500,0,0,0,4000,0,0,0,5000,0,0,0,4000,0,0,0,4000,0
2014/11/17,4300,5915,0,0,4500,0,0,0,4000,0,0,0,5000,0,0,0,4000,0,0,0,4000,0
2014/11/18,4300,5832,0,0,4500,0,0,0,4000,0,0,0,5000,0,0,0,4000,0,0,0,4000,0
2014/11/19,4300,5935,0,0,4500,0,0,0,4000,0,0,0,5000,0,0,0,4000,0,0,0,4000,0
2014/11/20,4260,6068,0,0,4300,0,0,0,4000,0,0,0,5000,0,0,0,4000,0,0,0,4000,0
2014/11/21,4260,6152,0,0,4300,0,0,0,4000,0,0,0,5000,0,0,0,4000,0,0,0,4000,0
2014/11/24,4260,6355,0,0,4300,0,0,0,4000,0,0,0,5000,0,0,0,4000,0,0,0,4000,0
2014/11/25,4060,6363,0,0,4300,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,4000,0
2014/11/26,4000,6427,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,4000,0
2014/11/27,3900,6500,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3500,0,0,0,4000,0
2014/11/28,3900,6585,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3500,0,0,0,4000,0
2014/12/02,3900,6595,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3500,0,0,0,4000,0
2014/12/03,3900,6536,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3500,0,0,0,4000,0
2014/12/04,3900,6531,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3500,0,0,0,4000,0
2014/12/05,3900,6540,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3500,0,0,0,4000,0
2014/12/08,3900,6629,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3500,0,0,0,4000,0
2014/12/09,3900,6587,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3500,0,0,0,4000,0
2014/12/10,3900,6553,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3500,0,0,0,4000,0
2014/12/11,3900,6501,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3500,0,0,0,4000,0
2014/12/12,3800,6443,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000,0
2014/12/15,3800,6455,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000,0
2014/12/16,3800,6433,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000,0
2014/12/17,3800,6313,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000,0
2014/12/18,3800,6252,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000,0
2014/12/19,3800,6215,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000,0
2014/12/22,3800,6073,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000,0
2014/12/23,3800,6077,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000,0
2014/12/24,3800,6093,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000,0
2014/12/26,3800,6083,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000,0
2014/12/29,3800,6277,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000,0
2014/12/30,3800,5830,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000,0
2014/12/31,3800,5951,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000,0
2015/Unnamed: 1,,,봄,여름(고랭지),가을,월동,봄,여름(고랭지),가을,월동,봄,여름(고랭지),가을,월동,봄,여름(고랭지),가을,월동,봄,여름(고랭지),가을,월동
2015/01/02,3800,6059,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000,0
2015/01/05,3800,8814,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000,0
2015/01/06,3800,8871,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000,0
2015/01/07,3800,7315,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000
2015/01/08,3800,6664,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000
2015/01/09,3800,6745,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000
2015/01/12,3800,6605,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000
2015/01/13,3800,6630,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000
2015/01/14,3800,6653,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000
2015/01/15,3800,6643,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000
2015/01/16,3800,6624,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000
2015/01/19,3800,6632,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000
2015/01/20,3800,6637,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000
2015/01/21,3800,6653,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000
2015/01/22,3800,6073,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000
2015/01/23,3800,6065,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000
2015/01/26,3800,7081,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000
2015/01/27,3800,7091,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000
2015/01/28,3800,7120,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000
2015/01/29,3800,7197,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000
2015/01/30,3800,7243,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,4000
2015/02/02,3900,7425,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3500,0,0,0,4000
2015/02/03,3900,7533,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3500,0,0,0,4000
2015/02/04,3900,7648,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3500,0,0,0,4000
2015/02/05,3900,7768,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3500,0,0,0,4000
2015/02/06,3900,7844,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3500,0,0,0,4000
2015/02/09,4000,7873,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,4000
2015/02/10,4000,8007,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,4000
2015/02/11,4100,8045,0,0,0,4500,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,4000
2015/02/12,4400,8073,0,0,0,5000,0,0,0,4500,0,0,0,4000,0,0,0,4000,0,0,0,4500
2015/02/13,4400,8087,0,0,0,5000,0,0,0,4500,0,0,0,4000,0,0,0,4000,0,0,0,4500
2015/02/16,4400,8453,0,0,0,5000,0,0,0,4500,0,0,0,4000,0,0,0,4000,0,0,0,4500
2015/02/17,4400,8647,0,0,0,5000,0,0,0,4500,0,0,0,4000,0,0,0,4000,0,0,0,4500
2015/02/23,4100,9373,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,4500
2015/02/24,4100,9480,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,4500
2015/02/25,4400,9490,0,0,0,5000,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,5000
2015/02/26,4400,9483,0,0,0,5000,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,5000
2015/02/27,4400,9515,0,0,0,5000,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,5000
2015/03/02,4500,9784,0,0,0,5500,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,5000
2015/03/03,4500,9892,0,0,0,5500,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,5000
2015/03/04,4700,9958,0,0,0,6000,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,5500
2015/03/05,4700,10124,0,0,0,6000,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,5500
2015/03/06,4700,10321,0,0,0,6000,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,5500
2015/03/09,4700,10513,0,0,0,6000,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,5500
2015/03/10,4700,10538,0,0,0,6000,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,5500
2015/03/11,4700,10555,0,0,0,6000,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,5500
2015/03/12,4800,10572,0,0,0,6000,0,0,0,4500,0,0,0,4000,0,0,0,4000,0,0,0,5500
2015/03/13,4800,10565,0,0,0,6000,0,0,0,4500,0,0,0,4000,0,0,0,4000,0,0,0,5500
2015/03/16,4800,10653,0,0,0,6000,0,0,0,4500,0,0,0,4000,0,0,0,4000,0,0,0,5500
2015/03/17,4800,10687,0,0,0,6000,0,0,0,4500,0,0,0,4000,0,0,0,4000,0,0,0,5500
2015/03/18,4900,10800,0,0,0,6000,0,0,0,4500,0,0,0,4000,0,0,0,4500,0,0,0,5500
2015/03/19,5000,10961,0,0,0,6000,0,0,0,4500,0,0,0,4500,0,0,0,4500,0,0,0,5500
2015/03/20,4900,11036,0,0,0,5500,0,0,0,4500,0,0,0,4500,0,0,0,4500,0,0,0,5500
2015/03/23,5100,11463,0,0,0,5500,0,0,0,5000,0,0,0,4500,0,0,0,5000,0,0,0,5500
2015/03/24,5100,11560,0,0,0,5500,0,0,0,5000,0,0,0,4500,0,0,0,5000,0,0,0,5500
2015/03/25,5100,11543,0,0,0,5500,0,0,0,5000,0,0,0,4500,0,0,0,5000,0,0,0,5500
2015/03/26,5100,11522,0,0,0,5500,0,0,0,5000,0,0,0,4500,0,0,0,5000,0,0,0,5500
2015/03/27,5100,11515,0,0,0,5500,0,0,0,5000,0,0,0,4500,0,0,0,5000,0,0,0,5500
2015/03/30,5000,11483,0,0,0,5000,0,0,0,5000,0,0,0,4500,0,0,0,5000,0,0,0,5500
2015/03/31,5000,11490,0,0,0,5000,0,0,0,5000,0,0,0,4500,0,0,0,5000,0,0,0,5500
2015/04/01,4900,11500,0,0,0,4500,0,0,0,5000,0,0,0,4500,0,0,0,5000,0,0,0,5500
2015/04/02,5000,11543,0,0,0,4500,0,0,0,5000,0,0,0,4500,0,0,0,5500,0,0,0,5500
2015/04/03,5000,11617,0,0,0,4500,0,0,0,5000,0,0,0,4500,0,0,0,5500,0,0,0,5500
2015/04/06,5000,11713,0,0,0,4500,0,0,0,5000,0,0,0,4500,0,0,0,5500,0,0,0,5500
2015/04/07,5000,11668,0,0,0,4500,0,0,0,5000,0,0,0,4500,0,0,0,5500,0,0,0,5500
2015/04/08,5000,11575,0,0,0,4500,0,0,0,5000,0,0,0,4500,0,0,0,5500,0,0,0,5500
2015/04/09,4800,11570,0,0,0,4000,0,0,0,5000,0,0,0,4500,0,0,0,5000,0,0,0,5500
2015/04/10,4800,11657,0,0,0,4000,0,0,0,5000,0,0,0,4500,0,0,0,5000,0,0,0,5500
2015/04/13,4800,11327,0,0,0,4000,0,0,0,5000,0,0,0,4500,0,0,0,5000,0,0,0,5500
2015/04/14,4800,11145,0,0,0,4000,0,0,0,5000,0,0,0,4500,0,0,0,5000,0,0,0,5500
2015/04/15,4800,10872,0,0,0,4000,0,0,0,5000,0,0,0,4500,0,0,0,5000,0,0,0,5500
2015/04/16,4800,10720,0,0,0,4000,0,0,0,5000,0,0,0,4500,0,0,0,5000,0,0,0,5500
2015/04/17,4800,10727,0,0,0,4000,0,0,0,5000,0,0,0,4500,0,0,0,5000,0,0,0,5500
2015/04/20,4800,9267,0,0,0,4000,0,0,0,5000,0,0,0,4500,0,0,0,5000,0,0,0,5500
2015/04/21,4900,9198,0,0,0,4000,0,0,0,5500,0,0,0,4500,0,0,0,5000,0,0,0,5500
2015/04/22,4900,9200,0,0,0,4000,0,0,0,5500,0,0,0,4500,0,0,0,5000,0,0,0,5500
2015/04/23,5100,9375,0,0,0,4000,0,0,0,5500,0,0,0,4500,0,0,0,5500,0,0,0,6000
2015/04/24,5100,9388,0,0,0,4000,0,0,0,5500,0,0,0,4500,0,0,0,5500,0,0,0,6000
2015/04/27,5300,9186,0,0,0,4500,0,0,0,5500,0,0,0,4500,0,0,0,6000,0,0,0,6000
2015/04/28,5300,9072,0,0,0,4500,0,0,0,5500,0,0,0,4500,0,0,0,6000,0,0,0,6000
2015/04/29,5400,8341,0,0,0,5000,0,0,0,5500,0,0,0,4500,0,0,0,6000,0,0,0,6000
2015/04/30,5500,8167,0,0,0,5500,0,0,0,5500,0,0,0,4500,0,0,0,6000,0,0,0,6000
2015/05/04,5900,7580,0,0,0,7500,0,0,0,5500,0,0,0,4500,0,0,0,6000,0,0,0,6000
2015/05/06,6700,7824,0,0,0,7500,0,0,0,7000,0,0,0,5000,0,0,0,7000,0,0,0,7000
2015/05/07,6900,7733,0,0,0,7500,0,0,0,7000,0,0,0,5000,0,0,0,8000,0,0,0,7000
2015/05/08,6900,7632,0,0,0,7500,0,0,0,7000,0,0,0,5000,0,0,0,8000,0,0,0,7000
2015/05/11,7100,6647,0,0,0,7500,0,0,0,7000,0,0,0,5000,0,0,0,8000,0,0,0,8000
2015/05/12,7350,6540,9000,0,0,8000,7000,0,0,7000,7000,0,0,5000,7000,0,0,8000,7500,0,0,8000
2015/05/13,7350,5000,8000,0,0,9000,7000,0,0,7000,7000,0,0,5000,7000,0,0,8000,7500,0,0,8000
2015/05/14,7350,5013,8000,0,0,9000,7000,0,0,7000,7000,0,0,5000,7000,0,0,8000,7500,0,0,8000
2015/05/15,7350,5007,8000,0,0,9000,7000,0,0,7000,7000,0,0,5000,7000,0,0,8000,7500,0,0,8000
2015/05/18,10700,5029,10000,0,0,13000,10000,0,0,11000,10000,0,0,8000,10000,0,0,14000,10000,0,0,11000
2015/05/19,11100,5050,11000,0,0,13000,11000,0,0,11000,10000,0,0,8000,10000,0,0,14000,11000,0,0,12000
2015/05/20,11100,4502,11000,0,0,13000,11000,0,0,11000,10000,0,0,8000,10000,0,0,14000,11000,0,0,12000
2015/05/21,11300,4403,11000,0,0,13000,10000,0,0,11000,11000,0,0,10000,10000,0,0,14000,11000,0,0,12000
2015/05/22,11100,4270,10000,0,0,12000,10000,0,0,11000,11000,0,0,10000,10000,0,0,14000,11000,0,0,12000
2015/05/26,11100,3959,10000,0,0,12000,10000,0,0,11000,11000,0,0,10000,10000,0,0,14000,11000,0,0,12000
