,평균,평년,서울,,,,부산,,,,대구,,,,광주,,,,대전,,,
2009/Unnamed: 1,,,봄,여름(고랭지),가을,월동,봄,여름(고랭지),가을,월동,봄,여름(고랭지),가을,월동,봄,여름(고랭지),가을,월동,봄,여름(고랭지),가을,월동
2011/04/01,12000,7499,0,0,0,13000,0,0,0,11000,0,0,0,11000,0,0,0,12000,0,0,0,13000
2011/04/04,12000,7930,0,0,0,13000,0,0,0,11000,0,0,0,11000,0,0,0,12000,0,0,0,13000
2011/04/05,12000,7927,0,0,0,13000,0,0,0,11000,0,0,0,11000,0,0,0,12000,0,0,0,13000
2011/04/06,11600,7964,0,0,0,12000,0,0,0,11000,0,0,0,11000,0,0,0,12000,0,0,0,12000
2011/04/07,11000,8015,0,0,0,11000,0,0,0,11000,0,0,0,11000,0,0,0,11000,0,0,0,11000
2011/04/08,11000,8042,0,0,0,11000,0,0,0,11000,0,0,0,11000,0,0,0,11000,0,0,0,11000
2011/04/11,10800,8261,0,0,0,11000,0,0,0,10000,0,0,0,11000,0,0,0,11000,0,0,0,11000
2011/04/12,10600,8221,0,0,0,10000,0,0,0,10000,0,0,0,11000,0,0,0,11000,0,0,0,11000
2011/04/13,9800,7642,0,0,0,10000,0,0,0,9000,0,0,0,10000,0,0,0,10000,0,0,0,10000
2011/04/14,8800,7684,0,0,0,9000,0,0,0,9000,0,0,0,9000,0,0,0,9000,0,0,0,8000
2011/04/15,8000,7719,0,0,0,9000,0,0,0,8000,0,0,0,7000,0,0,0,8000,0,0,0,8000
2011/04/18,6350,7693,4500,0,0,8000,6000,0,0,7000,6000,0,0,7000,4000,0,0,8000,5000,0,0,8000
2011/04/19,5600,7637,4500,0,0,8000,5000,0,0,7000,4500,0,0,7000,3000,0,0,7000,5000,0,0,5000
2011/04/20,5500,7618,4500,0,0,8000,5000,0,0,7000,4500,0,0,6000,3000,0,0,7000,5000,0,0,5000
2011/04/21,5100,7613,4500,0,0,8000,4000,0,0,7000,3500,0,0,5000,3000,0,0,7000,4000,0,0,5000
2011/04/22,5200,7611,4500,0,0,8000,4000,0,0,7000,3500,0,0,5000,3000,0,0,7000,5000,0,0,5000
2011/04/25,5500,6638,4500,0,0,8000,4000,0,0,7000,4500,0,0,7000,3000,0,0,7000,5000,0,0,5000
2011/04/26,5500,6553,4500,0,0,8000,4000,0,0,7000,4500,0,0,7000,3000,0,0,7000,5000,0,0,5000
2011/04/27,5300,6466,4000,0,0,8000,4000,0,0,7000,4000,0,0,7000,3000,0,0,7000,4000,0,0,5000
2011/04/28,5150,6388,4000,0,0,8000,4000,0,0,7000,3500,0,0,6000,3000,0,0,7000,4000,0,0,5000
2011/04/29,4900,6326,3500,0,0,8000,3500,0,0,6000,3500,0,0,6000,3000,0,0,7000,3500,0,0,5000
2011/05/02,4778,6248,3500,0,0,8000,3500,0,0,6000,3500,0,0,0,3000,0,0,7000,3500,0,0,5000
2011/05/03,4556,6294,3500,0,0,8000,3000,0,0,5000,3500,0,0,0,3000,0,0,7000,3000,0,0,5000
2011/05/04,4389,6303,3500,0,0,7000,3000,0,0,5000,3000,0,0,0,3000,0,0,7000,3000,0,0,5000
2011/05/06,4389,6973,3500,0,0,7000,3000,0,0,5000,3000,0,0,0,3000,0,0,7000,3000,0,0,5000
2011/05/09,4278,6457,3500,0,0,7000,3000,0,0,5000,3000,0,0,0,3000,0,0,6000,3000,0,0,5000
2011/05/11,4278,6238,3500,0,0,7000,3000,0,0,5000,3000,0,0,0,3000,0,0,6000,3000,0,0,5000
2011/05/12,4167,6135,3500,0,0,7000,3000,0,0,5000,3000,0,0,0,3000,0,0,6000,2000,0,0,5000
2011/05/13,4167,4983,3500,0,0,7000,3000,0,0,5000,3000,0,0,0,3000,0,0,6000,2000,0,0,5000
2011/05/16,4278,5036,3500,0,0,7000,3000,0,0,5000,3000,0,0,0,3000,0,0,6000,3000,0,0,5000
2011/05/17,3100,5060,4000,0,0,0,3000,0,0,0,3000,0,0,0,3000,0,0,0,2500,0,0,0
2011/05/18,3300,5043,4000,0,0,0,3000,0,0,0,3000,0,0,0,3500,0,0,0,3000,0,0,0
2011/05/19,3300,4848,4000,0,0,0,3000,0,0,0,3000,0,0,0,3500,0,0,0,3000,0,0,0
2011/05/20,3300,4722,4000,0,0,0,3000,0,0,0,3000,0,0,0,3500,0,0,0,3000,0,0,0
2011/05/23,3500,4441,4000,0,0,0,3000,0,0,0,3000,0,0,0,3500,0,0,0,4000,0,0,0
2011/05/24,3500,4399,4000,0,0,0,3000,0,0,0,3000,0,0,0,3500,0,0,0,4000,0,0,0
2011/05/25,3500,4317,4000,0,0,0,3000,0,0,0,3000,0,0,0,3500,0,0,0,4000,0,0,0
2011/05/26,3400,4240,3500,0,0,0,3000,0,0,0,3000,0,0,0,3500,0,0,0,4000,0,0,0
2011/05/27,3300,4145,3500,0,0,0,3000,0,0,0,3000,0,0,0,3500,0,0,0,3500,0,0,0
2011/05/30,3200,3522,3500,0,0,0,3000,0,0,0,3000,0,0,0,3500,0,0,0,3000,0,0,0
2011/05/31,3200,3565,3500,0,0,0,3000,0,0,0,3000,0,0,0,3500,0,0,0,3000,0,0,0
2011/06/01,3200,4008,3500,0,0,0,3000,0,0,0,3000,0,0,0,3500,0,0,0,3000,0,0,0
2011/06/02,3200,3910,3500,0,0,0,3000,0,0,0,3000,0,0,0,3500,0,0,0,3000,0,0,0
2011/06/03,3300,3848,4000,0,0,0,3000,0,0,0,3000,0,0,0,3500,0,0,0,3000,0,0,0
2011/06/07,3200,3977,3500,0,0,0,3000,0,0,0,3000,0,0,0,3000,0,0,0,3500,0,0,0
2011/06/08,3200,3935,3500,0,0,0,3000,0,0,0,3000,0,0,0,3000,0,0,0,3500,0,0,0
2011/06/09,3200,3882,3500,0,0,0,3000,0,0,0,3000,0,0,0,3000,0,0,0,3500,0,0,0
2011/06/10,3200,3839,3500,0,0,0,3000,0,0,0,3000,0,0,0,3000,0,0,0,3500,0,0,0
2011/06/13,3200,3649,3500,0,0,0,3000,0,0,0,3000,0,0,0,3000,0,0,0,3500,0,0,0
2011/06/14,3200,3636,3500,0,0,0,3000,0,0,0,3000,0,0,0,3000,0,0,0,3500,0,0,0
2011/06/15,3300,3596,3500,0,0,0,3000,0,0,0,3000,0,0,0,3000,0,0,0,4000,0,0,0
2011/06/16,3500,3554,3500,0,0,0,3000,0,0,0,3000,0,0,0,4000,0,0,0,4000,0,0,0
2011/06/17,3400,3619,3500,0,0,0,3000,0,0,0,3000,0,0,0,4000,0,0,0,3500,0,0,0
2011/06/20,3400,4109,3500,0,0,0,3000,0,0,0,3000,0,0,0,4000,0,0,0,3500,0,0,0
2011/06/21,3100,4271,3500,0,0,0,3000,0,0,0,3000,0,0,0,3000,0,0,0,3000,0,0,0
2011/06/22,3100,4342,3500,0,0,0,3000,0,0,0,3000,0,0,0,3000,0,0,0,3000,0,0,0
2011/06/23,3600,4257,4000,0,0,0,3500,0,0,0,3500,0,0,0,3500,0,0,0,3500,0,0,0
2011/06/24,3700,4165,4000,0,0,0,3500,0,0,0,3500,0,0,0,3500,0,0,0,4000,0,0,0
2011/06/27,3800,4014,4000,0,0,0,3500,0,0,0,4000,0,0,0,3500,0,0,0,4000,0,0,0
2011/06/28,3800,4028,4000,0,0,0,3500,0,0,0,4000,0,0,0,3500,0,0,0,4000,0,0,0
2011/06/29,3400,4116,4000,0,0,0,3000,0,0,0,3500,0,0,0,3500,0,0,0,3000,0,0,0
2011/06/30,3400,4202,4000,0,0,0,3000,0,0,0,3500,0,0,0,3500,0,0,0,3000,0,0,0
2011/07/01,3400,4242,4000,0,0,0,3000,0,0,0,3500,0,0,0,3500,0,0,0,3000,0,0,0
2011/07/04,4000,4378,4000,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0
2011/07/05,4200,4318,4500,0,0,0,4500,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0
2011/07/06,4200,4284,4500,0,0,0,4500,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0
2011/07/07,4200,4288,4500,0,0,0,4500,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0
2011/07/08,4700,4328,5000,0,0,0,5000,0,0,0,4500,0,0,0,4000,0,0,0,5000,0,0,0
2011/07/11,5400,4620,5500,0,0,0,5500,0,0,0,5000,0,0,0,5000,0,0,0,6000,0,0,0
2011/07/12,5500,4639,6000,0,0,0,5500,0,0,0,5000,0,0,0,5000,0,0,0,6000,0,0,0
2011/07/13,5900,4770,6000,0,0,0,5500,0,0,0,6000,0,0,0,6000,0,0,0,6000,0,0,0
2011/07/14,6100,4911,6000,0,0,0,5500,0,0,0,6000,0,0,0,6000,0,0,0,7000,0,0,0
2011/07/15,6400,4951,7000,0,0,0,6000,0,0,0,6000,0,0,0,6000,0,0,0,7000,0,0,0
2011/07/18,7400,5039,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,9000,0,0
2011/07/19,7400,5452,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,9000,0,0
2011/07/20,7900,5818,0,8000,0,0,0,7000,0,0,0,7500,0,0,0,8000,0,0,0,9000,0,0
2011/07/21,8100,6349,0,8000,0,0,0,7000,0,0,0,7500,0,0,0,8000,0,0,0,10000,0,0
2011/07/22,8600,6164,0,8000,0,0,0,8000,0,0,0,9000,0,0,0,8000,0,0,0,10000,0,0
2011/07/25,9600,6366,0,9500,0,0,0,9000,0,0,0,10000,0,0,0,8500,0,0,0,11000,0,0
2011/07/26,9400,6010,0,9500,0,0,0,9500,0,0,0,10000,0,0,0,9000,0,0,0,9000,0,0
2011/07/27,9700,6042,0,9500,0,0,0,10000,0,0,0,10000,0,0,0,9000,0,0,0,10000,0,0
2011/07/28,9600,6123,0,9000,0,0,0,10000,0,0,0,10000,0,0,0,9000,0,0,0,10000,0,0
2011/07/29,9600,5568,0,9000,0,0,0,10000,0,0,0,10000,0,0,0,9000,0,0,0,10000,0,0
2011/08/01,10000,5935,0,9000,0,0,0,10000,0,0,0,10000,0,0,0,11000,0,0,0,10000,0,0
2011/08/02,10200,6373,0,9000,0,0,0,10000,0,0,0,10000,0,0,0,11000,0,0,0,11000,0,0
2011/08/03,10400,6588,0,9000,0,0,0,10000,0,0,0,10000,0,0,0,12000,0,0,0,11000,0,0
2011/08/04,9600,6749,0,9000,0,0,0,9000,0,0,0,10000,0,0,0,10000,0,0,0,10000,0,0
2011/08/05,9900,6835,0,10000,0,0,0,9500,0,0,0,10000,0,0,0,10000,0,0,0,10000,0,0
2011/08/08,10600,7176,0,10000,0,0,0,10000,0,0,0,10000,0,0,0,11000,0,0,0,12000,0,0
2011/08/09,11200,7229,0,10000,0,0,0,10000,0,0,0,11000,0,0,0,12000,0,0,0,13000,0,0
2011/08/10,10800,7260,0,10000,0,0,0,10000,0,0,0,11000,0,0,0,12000,0,0,0,11000,0,0
2011/08/11,10800,7295,0,10000,0,0,0,10000,0,0,0,11000,0,0,0,12000,0,0,0,11000,0,0
2011/08/12,10600,7312,0,10000,0,0,0,10000,0,0,0,10000,0,0,0,13000,0,0,0,10000,0,0
2011/08/16,10200,7432,0,11000,0,0,0,10000,0,0,0,9000,0,0,0,11000,0,0,0,10000,0,0
2011/08/17,10200,7487,0,11000,0,0,0,10000,0,0,0,9000,0,0,0,11000,0,0,0,10000,0,0
2011/08/18,11200,7403,0,11000,0,0,0,11000,0,0,0,10000,0,0,0,13000,0,0,0,11000,0,0
2011/08/19,11400,7339,0,11000,0,0,0,11000,0,0,0,10000,0,0,0,14000,0,0,0,11000,0,0
2011/08/22,11600,7270,0,11000,0,0,0,11000,0,0,0,10000,0,0,0,14000,0,0,0,12000,0,0
2011/08/23,11600,7377,0,11000,0,0,0,11000,0,0,0,10000,0,0,0,14000,0,0,0,12000,0,0
2011/08/24,11400,7427,0,11000,0,0,0,11000,0,0,0,10000,0,0,0,13000,0,0,0,12000,0,0
2011/08/25,11400,7522,0,11000,0,0,0,11000,0,0,0,10000,0,0,0,13000,0,0,0,12000,0,0
2011/08/26,11600,7642,0,12000,0,0,0,11000,0,0,0,10000,0,0,0,13000,0,0,0,12000,0,0
2011/08/29,11600,7952,0,12000,0,0,0,11000,0,0,0,10000,0,0,0,13000,0,0,0,12000,0,0
2011/08/30,11600,8053,0,12000,0,0,0,11000,0,0,0,10000,0,0,0,13000,0,0,0,12000,0,0
2011/08/31,11800,8079,0,12000,0,0,0,11000,0,0,0,11000,0,0,0,13000,0,0,0,12000,0,0
2011/09/01,11200,8252,0,11000,0,0,0,11000,0,0,0,10000,0,0,0,13000,0,0,0,11000,0,0
2011/09/02,11000,8458,0,11000,0,0,0,11000,0,0,0,10000,0,0,0,12000,0,0,0,11000,0,0
2011/09/05,10900,8906,0,10000,0,0,0,11000,0,0,0,10000,0,0,0,12000,0,0,0,11500,0,0
2011/09/06,11200,8990,0,10000,0,0,0,11000,0,0,0,11000,0,0,0,12000,0,0,0,12000,0,0
2011/09/07,11200,9119,0,10000,0,0,0,11000,0,0,0,11000,0,0,0,12000,0,0,0,12000,0,0
2011/09/08,11100,9162,0,10000,0,0,0,11000,0,0,0,11000,0,0,0,12000,0,0,0,11500,0,0
2011/09/09,11000,9140,0,10000,0,0,0,11000,0,0,0,11000,0,0,0,12000,0,0,0,11000,0,0
2011/09/14,11000,9455,0,10000,0,0,0,11000,0,0,0,11000,0,0,0,12000,0,0,0,11000,0,0
2011/09/15,10700,9513,0,10000,0,0,0,11000,0,0,0,10500,0,0,0,11000,0,0,0,11000,0,0
2011/09/16,9600,9512,0,10000,0,0,0,10000,0,0,0,9000,0,0,0,8000,0,0,0,11000,0,0
2011/09/19,8800,9702,0,9000,0,0,0,9000,0,0,0,8500,0,0,0,8000,0,0,0,9500,0,0
2011/09/20,8300,9662,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,9000,0,0,0,8500,0,0
2011/09/21,7600,9555,0,7000,0,0,0,7500,0,0,0,7500,0,0,0,8000,0,0,0,8000,0,0
2011/09/22,7400,9351,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,8000,0,0,0,8000,0,0
2011/09/23,7200,9273,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,8000,0,0
2011/09/26,6900,8937,0,7000,0,0,0,6500,0,0,0,6000,0,0,0,7000,0,0,0,8000,0,0
2011/09/27,6400,8630,0,7000,0,0,0,6000,0,0,0,6000,0,0,0,6000,0,0,0,7000,0,0
2011/09/28,6000,8311,0,7000,0,0,0,6000,0,0,0,5000,0,0,0,6000,0,0,0,6000,0,0
2011/09/29,6000,8055,0,7000,0,0,0,6000,0,0,0,5000,0,0,0,6000,0,0,0,6000,0,0
2011/09/30,6400,7888,0,7000,0,0,0,6000,0,0,0,6000,0,0,0,7000,0,0,0,6000,0,0
2011/10/04,6200,6980,0,6000,0,0,0,6000,0,0,0,6000,0,0,0,7000,0,0,0,6000,0,0
2011/10/05,6400,6838,0,6000,0,0,0,6000,0,0,0,6000,0,0,0,8000,0,0,0,6000,0,0
2011/10/06,6400,6745,0,6000,0,0,0,6000,0,0,0,6000,0,0,0,7000,0,0,0,7000,0,0
2011/10/07,6400,6672,0,6000,0,0,0,6000,0,0,0,6000,0,0,0,7000,0,0,0,7000,0,0
2011/10/10,6200,6287,0,6000,0,0,0,6000,0,0,0,5500,0,0,0,7000,0,0,0,6500,0,0
2011/10/11,6200,6137,0,6000,0,0,0,6000,0,0,0,5500,0,0,0,7000,0,0,0,6500,0,0
2011/10/12,6000,6013,0,6000,0,0,0,6000,0,0,0,5500,0,0,0,6000,0,0,0,6500,0,0
2011/10/13,6200,5892,0,6000,0,0,0,6000,0,0,0,6000,0,0,0,7000,0,0,0,6000,0,0
2011/10/14,6200,5810,0,6000,0,0,0,6000,0,0,0,6000,0,0,0,7000,0,0,0,6000,0,0
2011/10/17,6200,5845,0,6000,0,0,0,6000,0,0,0,6000,0,0,0,7000,0,0,0,6000,0,0
2011/10/18,5900,5909,0,6000,0,0,0,6000,0,0,0,5500,0,0,0,6000,0,0,0,6000,0,0
2011/10/19,5900,5965,0,6000,0,0,0,6000,0,0,0,5500,0,0,0,6000,0,0,0,6000,0,0
2011/10/20,5900,5963,0,6000,0,0,0,6000,0,0,0,5500,0,0,0,6000,0,0,0,6000,0,0
2011/10/21,5800,5889,0,6000,0,0,0,6000,0,0,0,5500,0,0,0,6000,0,0,0,5500,0,0
2011/10/24,5600,4302,0,6000,0,0,0,5500,0,0,0,5500,0,0,0,6000,0,0,0,5000,0,0
2011/10/25,5600,4205,0,6000,0,0,0,5500,0,0,0,5500,0,0,0,6000,0,0,0,5000,0,0
2011/10/26,5300,4065,0,6000,0,0,0,5500,0,0,0,5000,0,0,0,5000,0,0,0,5000,0,0
2011/10/27,5100,3883,0,5000,0,0,0,5500,0,0,0,5000,0,0,0,5000,0,0,0,5000,0,0
2011/10/28,5100,3763,0,5000,0,0,0,5500,0,0,0,5000,0,0,0,5000,0,0,0,5000,0,0
2011/10/31,4700,3638,0,5000,0,0,0,5000,0,0,0,4000,0,0,0,5000,0,0,0,4500,0,0
2011/11/01,4400,3641,0,5000,0,0,0,4000,0,0,0,3500,0,0,0,5000,0,0,0,4500,0,0
2011/11/02,4200,3639,0,5000,0,0,0,4000,0,0,0,3500,0,0,0,4000,0,0,0,4500,0,0
2011/11/03,4000,3674,0,4500,0,0,0,4000,0,0,0,3500,0,0,0,4000,0,0,0,4000,0,0
2011/11/04,3400,3687,0,4000,0,0,0,3500,0,0,0,3000,0,0,0,3000,0,0,0,3500,0,0
2011/11/07,3400,5227,0,4000,0,0,0,3500,0,0,0,3000,0,0,0,3000,0,0,0,3500,0,0
2011/11/08,3500,5108,0,4000,0,0,0,3500,0,0,0,3000,0,0,0,3500,0,0,0,3500,0,0
2011/11/09,3500,5220,0,4000,4000,0,0,3500,3500,0,0,3000,3500,0,0,3500,3000,0,0,3500,3500,0
2011/11/10,3500,5629,0,4000,4000,0,0,3500,3500,0,0,3000,3500,0,0,3500,3000,0,0,3500,3500,0
2011/11/11,3500,5738,0,4000,4000,0,0,3500,3500,0,0,3000,3000,0,0,3500,3000,0,0,4000,3500,0
2011/11/14,3500,5507,0,4000,4000,0,0,3500,3500,0,0,3000,3000,0,0,3500,3000,0,0,4000,3500,0
2011/11/15,3500,5512,0,4000,4000,0,0,3500,3500,0,0,3000,3000,0,0,3500,3000,0,0,4000,3500,0
2011/11/16,3300,5628,0,0,4000,0,0,0,3000,0,0,0,3000,0,0,0,3000,0,0,0,3500,0
2011/11/17,3300,5176,0,0,4000,0,0,0,3000,0,0,0,3000,0,0,0,3000,0,0,0,3500,0
2011/11/18,4100,5226,0,0,4500,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,4000,0
2011/11/21,4000,5529,0,0,4500,0,0,0,4000,0,0,0,4000,0,0,0,4000,0,0,0,3500,0
2011/11/22,3600,5596,0,0,4500,0,0,0,3500,0,0,0,3000,0,0,0,4000,0,0,0,3000,0
2011/11/23,3600,5597,0,0,4500,0,0,0,3500,0,0,0,3500,0,0,0,3500,0,0,0,3000,0
2011/11/24,3700,5625,0,0,4500,0,0,0,3500,0,0,0,3500,0,0,0,3500,0,0,0,3500,0
2011/11/25,3800,5624,0,0,4500,0,0,0,3500,0,0,0,4000,0,0,0,3500,0,0,0,3500,0
2011/11/28,3600,5297,0,0,4500,0,0,0,3500,0,0,0,3500,0,0,0,3000,0,0,0,3500,0
2011/11/29,3400,5213,0,0,4500,0,0,0,3500,0,0,0,3000,0,0,0,3000,0,0,0,3000,0
2011/11/30,3400,5121,0,0,4500,0,0,0,3500,0,0,0,3000,0,0,0,3000,0,0,0,3000,0
2011/12/02,3900,5079,0,0,4500,0,0,0,4500,0,0,0,3500,0,0,0,4000,0,0,0,3000,0
2011/12/05,3700,4959,0,0,4500,0,0,0,4000,0,0,0,4000,0,0,0,3000,0,0,0,3000,0
2011/12/06,3500,4928,0,0,4500,0,0,0,3500,0,0,0,3500,0,0,0,3000,0,0,0,3000,0
2011/12/07,3600,4898,0,0,4500,0,0,0,3500,0,0,0,3500,0,0,0,3500,0,0,0,3000,0
2011/12/08,3500,4859,0,0,4500,0,0,0,3500,0,0,0,3500,0,0,0,3000,0,0,0,3000,0
2011/12/09,3500,4849,0,0,4500,0,0,0,3500,0,0,0,3500,0,0,0,3000,0,0,0,3000,0
2011/12/12,2900,4706,0,0,3500,0,0,0,3000,0,0,0,3000,0,0,0,2000,0,0,0,3000,0
2011/12/13,2900,4677,0,0,3500,0,0,0,3000,0,0,0,3000,0,0,0,2000,0,0,0,3000,0
2011/12/14,3100,4636,0,0,3500,0,0,0,3000,0,0,0,3000,0,0,0,3000,0,0,0,3000,0
2011/12/15,3100,4584,0,0,3500,0,0,0,3000,0,0,0,3000,0,0,0,3000,0,0,0,3000,0
2011/12/16,3200,4544,0,0,3500,0,0,0,3000,0,0,0,3000,0,0,0,3500,0,0,0,3000,0
2011/12/19,3100,4419,0,0,3500,0,0,0,3000,0,0,0,3000,0,0,0,3000,0,0,0,3000,0
2011/12/20,3100,4405,0,0,3500,0,0,0,3000,0,0,0,3000,0,0,0,3000,0,0,0,3000,0
2011/12/21,3100,4363,0,0,3500,0,0,0,3000,0,0,0,3000,0,0,0,3000,0,0,0,3000,0
2011/12/22,3100,4367,0,0,3500,0,0,0,3000,0,0,0,3000,0,0,0,3000,0,0,0,3000,0
2011/12/23,3100,4402,0,0,3500,0,0,0,3000,0,0,0,3000,0,0,0,3000,0,0,0,3000,0
2011/12/26,3000,4427,0,0,3500,0,0,0,3000,0,0,0,3000,0,0,0,2500,0,0,0,3000,0
2011/12/27,3000,4410,0,0,3500,0,0,0,3000,0,0,0,3000,0,0,0,2500,0,0,0,3000,0
2011/12/28,3000,4432,0,0,3500,0,0,0,3000,0,0,0,3000,0,0,0,2500,0,0,0,3000,0
2011/12/29,3100,4462,0,0,3500,0,0,0,3000,0,0,0,3000,0,0,0,3000,0,0,0,3000,0
2011/12/30,3100,4228,0,0,3500,0,0,0,3000,0,0,0,3000,0,0,0,3000,0,0,0,3000,0
2012/Unnamed: 1,,,봄,여름(고랭지),가을,월동,봄,여름(고랭지),가을,월동,봄,여름(고랭지),가을,월동,봄,여름(고랭지),가을,월동,봄,여름(고랭지),가을,월동
2012/01/02,3100,4319,0,0,3500,0,0,0,3000,0,0,0,3000,0,0,0,3000,0,0,0,3000,0
2012/01/03,3100,4282,0,0,3500,0,0,0,3000,0,0,0,3000,0,0,0,3000,0,0,0,3000,0
2012/01/04,3200,4258,0,0,3500,0,0,0,3000,0,0,0,3000,0,0,0,3000,0,0,0,3500,0
2012/01/05,3800,8864,0,0,0,5000,0,0,0,3500,0,0,0,3500,0,0,0,3500,0,0,0,3500
2012/01/06,3800,8921,0,0,0,5000,0,0,0,3500,0,0,0,3500,0,0,0,3500,0,0,0,3500
2012/01/09,3800,8773,0,0,0,5000,0,0,0,3500,0,0,0,3500,0,0,0,3500,0,0,0,3500
2012/01/10,3800,7384,0,0,0,5000,0,0,0,3500,0,0,0,3500,0,0,0,3500,0,0,0,3500
2012/01/11,3800,7261,0,0,0,5000,0,0,0,3500,0,0,0,3500,0,0,0,3500,0,0,0,3500
2012/01/12,3800,7192,0,0,0,5000,0,0,0,3500,0,0,0,3500,0,0,0,3500,0,0,0,3500
2012/01/13,3800,7260,0,0,0,5000,0,0,0,3500,0,0,0,3500,0,0,0,3500,0,0,0,3500
2012/01/16,3700,7324,0,0,0,5000,0,0,0,3500,0,0,0,3500,0,0,0,3000,0,0,0,3500
2012/01/17,3200,5375,0,0,0,4000,0,0,0,3000,0,0,0,3000,0,0,0,3000,0,0,0,3000
2012/01/18,3200,5575,0,0,0,4000,0,0,0,3000,0,0,0,3000,0,0,0,3000,0,0,0,3000
2012/01/19,3200,5592,0,0,0,4000,0,0,0,3000,0,0,0,3000,0,0,0,3000,0,0,0,3000
2012/01/20,3200,5425,0,0,0,4000,0,0,0,3000,0,0,0,3000,0,0,0,3000,0,0,0,3000
2012/01/25,3200,4808,0,0,0,4000,0,0,0,3000,0,0,0,3000,0,0,0,3000,0,0,0,3000
2012/01/26,3500,4633,0,0,0,5000,0,0,0,3000,0,0,0,3500,0,0,0,3000,0,0,0,3000
2012/01/27,3700,4634,0,0,0,5000,0,0,0,3500,0,0,0,3500,0,0,0,3500,0,0,0,3000
2012/01/30,3500,4930,0,0,0,4000,0,0,0,3500,0,0,0,3500,0,0,0,3500,0,0,0,3000
2012/01/31,3600,4915,0,0,0,4000,0,0,0,3500,0,0,0,3500,0,0,0,3500,0,0,0,3500
2012/02/01,3560,4990,0,0,0,4000,0,0,0,3500,0,0,0,3300,0,0,0,3500,0,0,0,3500
2012/02/02,3740,5070,0,0,0,4000,0,0,0,3500,0,0,0,3700,0,0,0,3500,0,0,0,4000
2012/02/03,3840,5145,0,0,0,4500,0,0,0,3500,0,0,0,3700,0,0,0,3500,0,0,0,4000
2012/02/06,4100,5614,0,0,0,5000,0,0,0,4000,0,0,0,4000,0,0,0,3500,0,0,0,4000
2012/02/07,4100,5593,0,0,0,5000,0,0,0,4000,0,0,0,4000,0,0,0,3500,0,0,0,4000
2012/02/08,4800,5566,0,0,0,5500,0,0,0,4500,0,0,0,5000,0,0,0,4000,0,0,0,5000
2012/02/09,4900,5560,0,0,0,6000,0,0,0,4500,0,0,0,5000,0,0,0,4000,0,0,0,5000
2012/02/10,4900,5609,0,0,0,6000,0,0,0,4500,0,0,0,5000,0,0,0,4000,0,0,0,5000
2012/02/13,4900,5592,0,0,0,6000,0,0,0,4500,0,0,0,5000,0,0,0,4000,0,0,0,5000
2012/02/14,4800,5599,0,0,0,6000,0,0,0,4500,0,0,0,5000,0,0,0,4000,0,0,0,4500
2012/02/15,4800,5603,0,0,0,6000,0,0,0,4500,0,0,0,5000,0,0,0,4000,0,0,0,4500
2012/02/16,4900,5627,0,0,0,6000,0,0,0,4500,0,0,0,5500,0,0,0,4000,0,0,0,4500
2012/02/17,5200,5720,0,0,0,6500,0,0,0,5000,0,0,0,5500,0,0,0,4000,0,0,0,5000
2012/02/20,5500,5879,0,0,0,7000,0,0,0,5500,0,0,0,6000,0,0,0,4000,0,0,0,5000
2012/02/21,5700,5857,0,0,0,7000,0,0,0,5500,0,0,0,6000,0,0,0,5000,0,0,0,5000
2012/02/22,6300,5826,0,0,0,7500,0,0,0,6000,0,0,0,6500,0,0,0,5500,0,0,0,6000
2012/02/23,6300,5856,0,0,0,7500,0,0,0,6000,0,0,0,6500,0,0,0,5500,0,0,0,6000
2012/02/24,6700,5905,0,0,0,7500,0,0,0,6000,0,0,0,7000,0,0,0,6000,0,0,0,7000
2012/02/27,6900,6146,0,0,0,7500,0,0,0,6500,0,0,0,7000,0,0,0,6500,0,0,0,7000
2012/02/28,7100,6207,0,0,0,7500,0,0,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,7000
2012/02/29,7100,4548,0,0,0,7500,0,0,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,7000
2012/03/02,7560,6327,0,0,0,7500,0,0,0,7500,0,0,0,7800,0,0,0,7500,0,0,0,7500
2012/03/05,7800,6708,0,0,0,8500,0,0,0,8000,0,0,0,8000,0,0,0,7500,0,0,0,7000
2012/03/06,8400,6770,0,0,0,8500,0,0,0,8000,0,0,0,9000,0,0,0,7500,0,0,0,9000
2012/03/07,8900,6767,0,0,0,8500,0,0,0,8500,0,0,0,9000,0,0,0,8500,0,0,0,10000
2012/03/08,9400,6777,0,0,0,9000,0,0,0,9000,0,0,0,9500,0,0,0,9500,0,0,0,10000
2012/03/09,9100,6805,0,0,0,9000,0,0,0,9000,0,0,0,9000,0,0,0,9500,0,0,0,9000
