,관측일,국내 지점번호,일 평균기온,최고기온,최저기온,일 평균 전운량,일조합,일 강수량
60,20090302,156,4.8,10.5,-1.5,6.1,5.6,2.0
61,20090303,156,2.4,5.2,0.7,8.8,0.1,11.0
62,20090304,156,5.5,11.8,1.2,4.6,7.8,-9.0
63,20090305,156,7.4,12.5,2.6,8.6,0.0,7.5
64,20090306,156,4.2,8.5,-0.1,5.3,7.7,-9.0
65,20090307,156,4.6,10.4,-1.8,7.0,6.2,-9.0
66,20090308,156,7.8,15.7,1.8,4.6,9.5,-9.0
67,20090309,156,8.4,16.5,2.6,4.3,6.6,-9.0
68,20090310,156,7.3,14.6,3.3,3.8,9.8,-9.0
69,20090311,156,7.1,13.9,2.2,6.0,6.5,-9.0
70,20090312,156,9.1,16.4,2.5,8.6,4.5,3.5
71,20090313,156,7.0,12.3,0.9,9.8,0.0,3.5
72,20090314,156,2.4,6.6,-1.2,3.4,8.1,0.1
73,20090315,156,6.5,13.7,-1.9,1.8,9.9,-9.0
74,20090316,156,12.0,18.9,7.0,2.8,5.6,-9.0
75,20090317,156,13.8,23.1,5.0,1.6,9.0,-9.0
76,20090318,156,17.9,22.2,14.6,7.1,0.3,-9.0
77,20090319,156,18.8,24.9,13.2,7.1,5.3,-9.0
78,20090320,156,14.6,22.1,10.6,3.8,5.3,-9.0
79,20090321,156,13.6,19.9,7.4,7.4,2.5,12.5
80,20090322,156,9.3,15.9,4.8,6.1,2.7,2.0
81,20090323,156,6.7,12.2,2.8,5.1,4.9,-9.0
82,20090324,156,6.9,14.0,0.7,3.9,9.4,-9.0
83,20090325,156,4.7,8.5,1.9,0.9,10.6,-9.0
84,20090326,156,6.8,13.1,0.7,2.6,8.4,0.0
85,20090327,156,6.6,13.2,1.2,3.8,10.4,-9.0
86,20090328,156,7.9,15.4,2.3,4.4,9.4,-9.0
87,20090329,156,8.9,15.2,3.3,6.4,5.7,-9.0
88,20090330,156,9.7,16.4,5.1,7.5,4.2,-9.0
89,20090331,156,7.5,12.2,4.3,6.1,4.7,0.0
90,20090401,156,5.8,9.4,2.9,2.6,6.4,-9.0
91,20090402,156,7.9,16.3,1.5,1.9,11.0,-9.0
92,20090403,156,9.6,14.1,5.8,8.1,0.8,-9.0
93,20090404,156,11.4,16.7,7.9,5.5,9.8,-9.0
94,20090405,156,11.4,18.7,6.2,1.6,10.0,-9.0
95,20090406,156,11.2,18.8,3.5,1.3,9.9,-9.0
96,20090407,156,15.0,24.6,7.0,2.0,10.1,-9.0
97,20090408,156,16.9,25.1,9.6,2.6,10.1,-9.0
98,20090409,156,17.7,27.5,8.9,0.0,10.6,-9.0
99,20090410,156,17.7,27.7,9.6,0.0,10.5,-9.0
100,20090411,156,17.8,28.4,9.2,1.1,10.6,-9.0
101,20090412,156,17.5,25.5,10.7,2.6,10.3,-9.0
102,20090413,156,17.1,22.0,10.9,8.6,0.0,1.0
103,20090414,156,15.8,23.3,12.1,5.4,8.0,0.5
104,20090415,156,13.9,20.8,11.2,8.5,2.3,1.0
105,20090416,156,13.0,20.8,9.3,7.1,5.5,-9.0
106,20090417,156,14.1,23.2,5.6,0.0,11.2,-9.0
107,20090418,156,17.1,27.6,7.3,0.0,11.0,-9.0
108,20090419,156,19.6,28.8,10.1,5.6,9.6,-9.0
109,20090420,156,15.6,18.0,11.4,10.0,0.0,22.0
110,20090421,156,12.4,16.6,10.2,5.8,5.6,0.2
111,20090422,156,12.0,18.8,7.9,0.3,11.2,-9.0
112,20090423,156,13.1,22.4,5.5,4.3,8.7,-9.0
113,20090424,156,13.8,17.2,11.4,10.0,0.0,6.0
114,20090425,156,9.8,13.0,7.6,9.4,0.6,5.0
115,20090426,156,10.0,14.0,8.4,8.6,1.2,-9.0
116,20090427,156,12.0,18.3,7.0,1.0,10.8,-9.0
117,20090428,156,14.3,22.5,6.1,0.4,11.4,-9.0
118,20090429,156,16.0,25.0,7.6,0.0,11.6,-9.0
119,20090430,156,16.5,24.6,8.4,4.6,8.9,-9.0
120,20090501,156,18.1,25.6,10.2,2.3,10.6,-9.0
121,20090502,156,17.6,24.5,15.2,8.4,1.7,13.5
122,20090503,156,18.6,24.8,14.9,6.4,6.5,1.0
123,20090504,156,18.7,26.9,13.1,2.3,10.3,-9.0
124,20090505,156,19.3,28.5,10.4,0.0,11.6,-9.0
125,20090506,156,21.0,30.3,13.8,1.8,11.7,-9.0
126,20090507,156,20.0,27.4,12.7,0.0,12.1,-9.0
127,20090508,156,21.5,29.5,13.6,0.0,11.7,-9.0
128,20090509,156,22.5,30.5,15.1,1.1,12.0,-9.0
129,20090510,156,21.9,29.4,15.2,1.4,12.4,-9.0
130,20090511,156,22.5,30.3,16.0,1.0,12.3,-9.0
131,20090512,156,17.8,20.8,15.1,9.1,0.1,17.5
132,20090513,156,19.4,26.1,12.8,2.0,12.4,-9.0
133,20090514,156,20.7,29.4,11.7,3.9,10.2,-9.0
134,20090515,156,18.9,22.5,15.9,9.9,0.0,0.1
135,20090516,156,17.0,19.7,13.0,10.0,0.0,32.0
136,20090517,156,14.8,18.9,11.6,7.5,0.9,0.3
137,20090518,156,17.1,25.2,9.1,3.6,9.9,-9.0
138,20090519,156,19.5,27.8,11.7,2.1,10.5,-9.0
139,20090520,156,20.7,27.5,14.4,8.5,2.4,0.5
140,20090521,156,16.3,18.8,14.9,9.9,0.0,48.5
141,20090522,156,19.4,25.9,14.8,6.4,9.6,0.5
142,20090523,156,17.4,22.6,15.1,7.4,4.5,0.5
143,20090524,156,18.5,24.9,12.2,0.9,9.8,-9.0
144,20090525,156,21.7,29.5,14.2,5.6,9.8,-9.0
145,20090526,156,22.5,31.0,17.4,7.4,7.9,0.5
146,20090527,156,21.8,30.3,15.4,1.6,11.2,-9.0
147,20090528,156,23.3,31.4,15.2,0.0,11.7,-9.0
148,20090529,156,23.0,29.2,17.1,1.4,11.7,-9.0
149,20090530,156,19.7,26.1,16.1,3.9,5.8,-9.0
150,20090531,156,19.3,26.9,13.0,0.4,12.3,-9.0
151,20090601,156,22.3,29.6,14.8,0.8,11.6,-9.0
152,20090602,156,21.4,25.9,17.7,8.1,0.0,-9.0
153,20090603,156,19.9,23.2,18.1,9.3,2.5,0.5
154,20090604,156,22.0,29.3,17.2,2.3,8.9,-9.0
155,20090605,156,23.0,29.8,16.8,2.3,10.2,-9.0
156,20090606,156,22.0,29.8,17.2,2.9,8.5,-9.0
157,20090607,156,21.1,25.9,17.7,8.4,2.1,0.0
158,20090608,156,22.1,26.9,19.2,9.1,0.9,-9.0
159,20090609,156,21.0,26.0,17.8,9.9,1.5,4.5
160,20090610,156,21.0,25.6,17.8,7.9,3.0,3.5
161,20090611,156,22.9,29.5,16.9,3.1,12.4,-9.0
162,20090612,156,21.0,23.5,19.4,7.6,0.0,0.1
163,20090613,156,21.2,27.8,14.9,2.5,12.5,-9.0
164,20090614,156,21.8,27.7,16.5,1.9,11.0,-9.0
165,20090615,156,22.8,29.8,17.0,1.5,12.3,-9.0
166,20090616,156,24.3,31.2,17.8,1.0,11.9,-9.0
167,20090617,156,25.1,31.7,19.1,6.6,8.7,-9.0
168,20090618,156,26.7,33.5,21.2,2.1,12.1,-9.0
169,20090619,156,26.8,32.6,22.2,4.0,11.4,-9.0
170,20090620,156,24.3,27.9,22.7,9.8,0.4,4.0
171,20090621,156,25.7,31.2,22.5,9.8,0.5,6.0
172,20090622,156,22.7,27.2,20.9,8.5,1.1,80.5
173,20090623,156,24.1,30.2,18.9,4.9,9.4,-9.0
174,20090624,156,25.4,32.6,18.6,0.5,12.4,-9.0
175,20090625,156,26.0,33.0,19.0,0.0,12.7,-9.0
176,20090626,156,25.8,33.3,19.5,2.9,12.2,-9.0
177,20090627,156,25.5,30.7,21.9,7.0,1.2,-9.0
178,20090628,156,25.4,29.0,22.1,8.0,1.9,12.0
179,20090629,156,24.6,28.3,22.0,9.6,0.9,63.0
180,20090630,156,23.0,25.4,19.6,10.0,0.0,7.0
181,20090701,156,23.5,28.2,18.6,5.0,7.1,-9.0
182,20090702,156,24.2,29.1,20.9,4.3,7.9,-9.0
183,20090703,156,23.4,27.5,20.4,5.1,4.1,0.3
184,20090704,156,24.4,29.9,20.9,4.1,7.2,0.5
185,20090705,156,25.3,31.8,20.2,3.6,9.1,12.0
186,20090706,156,25.8,31.6,21.7,6.4,5.5,-9.0
187,20090707,156,22.7,24.9,18.5,10.0,0.0,196.0
188,20090708,156,26.3,30.4,23.7,9.8,0.4,1.0
189,20090709,156,25.9,28.6,22.2,9.9,0.0,5.5
190,20090710,156,25.1,30.1,21.3,7.3,5.2,-9.0
191,20090711,156,22.1,25.0,20.7,10.0,0.0,60.0
192,20090712,156,25.9,29.2,21.4,10.0,0.1,14.5
193,20090713,156,26.2,30.2,23.3,9.0,0.3,2.0
194,20090714,156,28.0,31.7,26.3,9.5,0.9,3.0
195,20090715,156,22.8,28.1,19.9,8.8,4.3,70.0
196,20090716,156,25.0,27.5,22.6,10.0,0.0,132.0
197,20090717,156,26.4,27.9,25.0,9.4,0.0,1.0
198,20090718,156,27.7,30.3,26.1,9.4,0.4,0.1
199,20090719,156,26.4,27.8,25.7,9.3,0.0,8.5
200,20090720,156,27.3,31.4,25.7,9.5,1.1,10.5
201,20090721,156,25.0,27.7,22.7,8.6,0.6,52.0
202,20090722,156,25.1,30.8,20.8,2.8,11.5,-9.0
203,20090723,156,24.1,28.6,20.7,7.3,1.6,0.0
204,20090724,156,22.1,27.5,18.2,9.9,0.7,9.0
205,20090725,156,22.7,25.8,20.9,9.6,0.0,3.5
206,20090726,156,24.8,29.5,20.7,5.6,5.4,-9.0
207,20090727,156,24.5,29.2,21.8,8.0,2.7,4.0
208,20090728,156,22.0,24.0,20.1,9.8,0.0,8.0
209,20090729,156,24.3,28.5,19.7,7.3,3.9,0.5
210,20090730,156,25.9,31.8,22.0,6.4,7.5,3.0
211,20090731,156,24.9,30.5,22.4,7.8,2.6,10.5
212,20090801,156,26.1,31.2,22.9,7.3,6.9,-9.0
213,20090802,156,26.1,31.3,23.2,7.0,3.5,-9.0
214,20090803,156,24.3,27.2,22.0,6.4,1.7,0.2
215,20090804,156,25.8,31.5,20.2,6.5,7.3,-9.0
216,20090805,156,27.0,32.3,22.7,3.4,7.7,-9.0
217,20090806,156,26.2,30.4,22.5,8.6,0.6,1.0
218,20090807,156,25.3,30.2,24.0,7.9,1.7,62.5
219,20090808,156,26.3,33.4,23.4,5.4,4.8,25.5
220,20090809,156,27.4,32.6,23.8,3.9,6.3,0.2
221,20090810,156,27.1,30.1,23.5,8.4,0.5,0.3
222,20090811,156,26.3,27.9,24.7,9.9,0.0,30.0
223,20090812,156,25.9,27.8,24.2,9.8,0.0,8.5
224,20090813,156,27.1,32.4,23.9,6.3,6.0,0.5
225,20090814,156,26.6,31.1,23.5,7.6,2.4,-9.0
226,20090815,156,27.9,34.5,23.8,4.5,6.9,-9.0
227,20090816,156,27.1,31.3,22.8,5.0,4.6,0.0
228,20090817,156,27.4,31.9,24.5,5.3,4.5,0.5
229,20090818,156,27.7,32.0,24.0,5.3,4.8,-9.0
230,20090819,156,29.0,33.8,25.0,6.0,7.3,-9.0
231,20090820,156,27.7,31.4,25.4,9.1,1.9,85.5
232,20090821,156,27.1,32.6,23.6,4.8,8.1,1.0
233,20090822,156,25.8,32.0,20.6,1.3,10.2,-9.0
234,20090823,156,25.1,30.1,21.9,5.5,4.8,-9.0
235,20090824,156,25.3,31.1,19.2,3.4,8.1,-9.0
236,20090825,156,25.7,31.0,21.8,2.9,8.4,-9.0
237,20090826,156,25.8,30.9,21.3,3.6,7.6,-9.0
238,20090827,156,25.5,27.1,23.8,9.6,0.0,32.5
239,20090828,156,25.9,31.0,20.7,2.9,10.1,14.5
240,20090829,156,23.4,28.1,18.1,6.9,4.8,0.0
241,20090830,156,21.7,24.0,20.3,10.0,0.0,0.4
242,20090831,156,22.3,26.5,19.1,7.1,2.2,0.0
243,20090901,156,23.6,29.2,18.0,1.9,10.1,-9.0
244,20090902,156,24.4,30.1,19.3,2.0,9.3,-9.0
245,20090903,156,24.3,30.2,19.3,2.6,9.4,-9.0
246,20090904,156,25.5,30.9,20.4,4.9,7.0,0.0
247,20090905,156,26.1,30.9,22.5,3.4,6.6,-9.0
248,20090906,156,26.2,32.0,21.5,0.0,10.8,-9.0
249,20090907,156,24.9,30.3,21.2,1.5,7.2,-9.0
250,20090908,156,24.1,30.7,20.8,2.4,9.2,-9.0
251,20090909,156,23.4,29.4,20.1,3.5,9.8,-9.0
252,20090910,156,22.7,29.7,16.8,1.9,11.0,-9.0
253,20090911,156,20.7,23.8,18.3,8.8,1.1,0.5
254,20090912,156,19.9,25.9,15.9,6.1,3.6,3.5
255,20090913,156,21.2,28.1,15.8,2.1,9.3,-9.0
256,20090914,156,20.7,23.5,18.6,9.3,0.0,0.1
257,20090915,156,21.7,27.9,17.0,2.4,9.4,-9.0
258,20090916,156,21.7,27.4,17.0,4.5,7.8,-9.0
259,20090917,156,22.5,29.4,17.2,4.9,8.3,-9.0
260,20090918,156,23.1,30.2,17.0,0.3,10.6,-9.0
261,20090919,156,22.2,28.5,17.2,1.4,9.6,-9.0
262,20090920,156,22.0,28.0,17.2,4.9,8.6,-9.0
263,20090921,156,20.0,21.6,17.9,9.1,0.0,1.0
264,20090922,156,21.4,25.9,16.2,7.0,0.6,-9.0
265,20090923,156,23.8,29.9,19.8,5.1,5.0,0.0
266,20090924,156,24.2,30.4,18.8,4.8,8.5,-9.0
267,20090925,156,21.9,25.0,19.4,9.0,0.0,2.0
268,20090926,156,22.9,28.8,18.1,6.9,2.9,0.5
269,20090927,156,20.1,22.7,18.3,10.0,0.0,13.0
270,20090928,156,22.3,26.7,18.7,7.9,6.3,2.0
271,20090929,156,22.7,26.3,18.9,8.9,1.9,-9.0
272,20090930,156,21.9,25.2,19.8,7.8,0.0,0.0
273,20091001,156,22.7,28.3,18.4,8.8,1.5,6.0
274,20091002,156,20.9,25.4,16.8,3.4,9.2,14.0
275,20091003,156,19.3,25.5,15.3,1.4,10.3,-9.0
276,20091004,156,17.3,22.9,13.7,6.5,3.5,0.1
277,20091005,156,18.8,25.7,12.4,4.0,10.2,-9.0
278,20091006,156,19.1,26.5,13.1,1.6,9.4,-9.0
279,20091007,156,19.6,25.7,14.7,2.8,9.6,-9.0
280,20091008,156,17.6,24.3,12.2,1.0,10.1,-9.0
281,20091009,156,17.0,23.1,12.0,1.6,10.3,-9.0
282,20091010,156,16.7,22.9,11.0,0.9,9.9,-9.0
283,20091011,156,16.9,24.0,11.4,4.0,7.1,-9.0
284,20091012,156,16.4,21.2,11.9,5.1,1.6,-9.0
285,20091013,156,16.7,23.4,11.0,4.0,7.3,6.0
286,20091014,156,16.2,21.4,12.4,3.3,9.3,0.5
287,20091015,156,16.3,23.5,10.4,0.3,10.2,-9.0
288,20091016,156,16.6,22.8,10.9,4.0,5.6,-9.0
289,20091017,156,15.8,20.8,11.8,4.4,5.8,8.0
290,20091018,156,16.2,21.1,11.5,3.8,8.0,-9.0
291,20091019,156,15.4,20.1,12.9,5.3,5.5,-9.0
292,20091020,156,14.2,19.8,10.4,1.5,8.3,-9.0
293,20091021,156,14.7,22.9,8.7,1.5,8.1,-9.0
294,20091022,156,15.9,23.8,9.7,4.4,6.1,-9.0
295,20091023,156,16.8,24.8,9.4,0.1,9.1,-9.0
296,20091024,156,17.7,24.4,11.8,0.3,8.7,-9.0
297,20091025,156,17.4,23.9,13.7,1.9,7.6,-9.0
298,20091026,156,16.5,23.7,10.4,1.3,9.5,-9.0
299,20091027,156,16.8,22.9,13.3,2.6,8.2,-9.0
300,20091028,156,16.5,24.1,9.5,2.5,6.5,-9.0
301,20091029,156,16.8,19.8,13.8,8.1,0.0,0.1
302,20091030,156,18.9,26.5,13.9,4.8,6.7,-9.0
303,20091031,156,19.6,26.0,14.0,5.3,6.2,1.5
304,20091101,156,13.7,17.0,10.9,6.0,3.5,2.5
305,20091102,156,5.6,11.7,1.7,5.4,2.7,0.5
306,20091103,156,6.9,13.7,0.9,1.6,8.9,-9.0
307,20091104,156,11.8,16.6,5.5,8.5,0.3,-9.0
308,20091105,156,15.6,22.5,10.4,4.1,5.4,-9.0
309,20091106,156,17.2,23.8,12.0,4.3,5.9,-9.0
310,20091107,156,18.9,25.0,12.8,7.4,2.2,-9.0
311,20091108,156,18.8,23.7,16.8,8.6,0.2,9.0
312,20091109,156,19.5,25.4,16.0,6.6,4.3,-9.0
313,20091110,156,16.3,18.4,14.5,9.4,0.0,4.0
314,20091111,156,14.3,19.8,10.4,4.5,7.4,-9.0
315,20091112,156,11.9,16.6,9.5,6.3,8.3,-9.0
316,20091113,156,11.9,12.9,10.3,8.5,0.0,5.0
317,20091114,156,9.5,12.8,7.0,6.9,0.9,-9.0
318,20091115,156,5.6,7.9,3.6,7.6,2.0,0.0
319,20091116,156,3.6,6.0,2.4,9.3,0.0,-9.0
320,20091117,156,2.7,6.7,-0.4,4.6,4.3,-9.0
321,20091118,156,3.5,8.5,-0.7,4.9,7.9,-9.0
322,20091119,156,5.5,11.5,1.7,4.6,5.7,-9.0
323,20091120,156,5.2,9.9,1.7,5.5,5.9,0.0
324,20091121,156,4.5,8.5,1.4,3.9,9.2,0.2
325,20091122,156,4.6,12.0,-1.3,2.9,6.4,-9.0
326,20091123,156,7.8,14.9,1.8,1.0,9.0,-9.0
327,20091124,156,8.8,17.3,2.1,0.0,9.2,-9.0
328,20091125,156,8.6,15.9,2.5,1.8,4.5,-9.0
329,20091126,156,9.7,17.6,3.5,4.3,6.4,-9.0
330,20091127,156,9.5,14.2,6.5,4.9,3.2,-9.0
331,20091128,156,7.1,12.7,3.8,1.5,8.4,-9.0
332,20091129,156,6.7,9.2,4.6,8.5,0.4,5.5
333,20091130,156,6.4,11.5,2.6,3.1,6.6,-9.0
334,20091201,156,6.4,12.5,1.8,0.8,5.9,-9.0
335,20091202,156,6.7,12.2,1.4,3.4,6.1,-9.0
336,20091203,156,6.0,9.3,3.3,7.3,1.4,0.5
337,20091204,156,6.2,12.7,-0.2,2.8,8.9,-9.0
338,20091205,156,3.9,9.3,1.8,8.5,1.3,8.0
339,20091206,156,1.9,5.5,-0.7,2.1,8.8,0.0
340,20091207,156,3.4,10.1,-1.4,0.0,9.2,-9.0
341,20091208,156,5.1,11.0,-0.8,6.4,1.2,-9.0
342,20091209,156,7.2,9.2,4.8,10.0,0.0,7.0
343,20091210,156,10.5,12.2,8.2,10.0,0.0,9.0
344,20091211,156,10.4,12.3,8.5,9.8,0.1,1.5
345,20091212,156,8.1,11.9,3.9,5.3,7.8,0.2
346,20091213,156,6.0,11.8,2.8,3.8,6.5,-9.0
347,20091214,156,4.0,7.4,0.8,4.3,6.0,-9.0
348,20091215,156,1.1,3.3,-0.6,8.3,0.5,-9.0
349,20091216,156,-1.5,2.6,-4.6,2.6,8.1,0.0
350,20091217,156,-1.8,2.8,-4.2,6.1,5.5,3.2
351,20091218,156,-3.8,-0.7,-6.2,6.6,4.2,2.8
352,20091219,156,-1.4,2.1,-5.0,6.4,2.7,2.5
353,20091220,156,0.6,4.4,-2.2,6.5,4.0,7.2
354,20091221,156,-0.1,4.4,-4.5,2.0,7.6,-9.0
355,20091222,156,3.4,10.2,-2.5,3.8,5.5,-9.0
356,20091223,156,5.5,11.3,2.1,4.5,3.8,-9.0
357,20091224,156,4.5,10.8,-1.3,4.9,4.0,-9.0
358,20091225,156,3.8,7.6,1.5,7.6,0.1,0.4
359,20091226,156,-1.1,1.7,-3.7,3.6,6.2,0.0
360,20091227,156,-2.5,1.7,-5.7,4.0,5.1,0.0
361,20091228,156,-1.7,3.1,-4.3,1.6,9.0,0.0
362,20091229,156,-0.3,5.5,-6.5,4.5,2.9,-9.0
363,20091230,156,0.7,4.4,-3.0,6.5,3.2,3.5
364,20091231,156,-4.6,-2.0,-7.1,6.1,4.0,4.7
365,20100101,156,-3.6,1.9,-9.5,2.1,7.7,0.0
366,20100102,156,1.6,6.6,-3.9,7.6,1.2,-9.0
367,20100103,156,0.4,3.5,-1.8,1.0,8.7,-9.0
368,20100104,156,0.5,5.7,-1.8,8.0,0.7,5.1
369,20100105,156,-3.0,0.2,-4.9,7.0,1.8,3.6
370,20100106,156,-4.3,-0.4,-7.2,4.9,6.9,0.3
371,20100107,156,-3.1,1.1,-5.8,6.3,7.1,0.1
372,20100108,156,-1.8,3.3,-5.9,1.3,8.2,-9.0
373,20100109,156,-0.7,2.3,-5.1,6.1,1.2,-9.0
374,20100110,156,1.9,3.7,0.6,10.0,0.0,-9.0
375,20100111,156,1.5,3.9,0.1,9.9,0.0,0.0
376,20100112,156,-2.0,0.2,-4.5,4.6,6.6,2.3
377,20100113,156,-6.0,-2.9,-8.5,5.6,4.4,1.8
378,20100114,156,-3.0,2.2,-8.1,4.3,8.4,0.2
379,20100115,156,0.4,5.7,-3.2,2.9,5.4,0.0
380,20100116,156,-1.7,3.8,-5.3,0.0,9.4,-9.0
381,20100117,156,-0.7,6.3,-6.6,0.0,9.2,-9.0
382,20100118,156,2.0,10.2,-3.9,0.1,8.8,-9.0
383,20100119,156,7.3,15.6,-1.6,5.6,6.2,-9.0
384,20100120,156,11.8,13.8,8.7,10.0,0.0,10.0
385,20100121,156,1.5,10.0,-1.3,3.8,8.1,0.1
386,20100122,156,-1.0,1.9,-2.3,4.3,5.3,0.0
387,20100123,156,-1.5,1.4,-3.7,5.8,1.3,1.8
388,20100124,156,0.8,6.1,-3.9,2.6,7.3,-9.0
389,20100125,156,0.3,5.0,-3.2,2.8,7.8,-9.0
390,20100126,156,-0.7,5.8,-5.7,0.5,9.6,-9.0
391,20100127,156,3.3,7.1,-3.4,6.8,2.8,11.5
392,20100128,156,4.3,7.4,0.2,3.8,7.1,-9.0
393,20100129,156,1.9,7.4,-1.5,1.9,6.0,-9.0
394,20100130,156,3.1,7.3,-2.4,6.6,3.2,0.2
395,20100131,156,6.3,12.3,3.8,6.0,4.8,0.1
396,20100201,156,3.6,7.9,0.5,5.1,3.6,-9.0
397,20100202,156,-0.6,2.8,-3.9,3.8,7.2,-9.0
398,20100203,156,-3.3,0.4,-5.4,0.8,9.5,-9.0
399,20100204,156,-1.4,4.1,-5.8,2.6,7.8,0.0
400,20100205,156,-0.7,4.4,-4.3,0.6,8.1,-9.0
401,20100206,156,-0.2,6.8,-5.3,0.0,10.0,-9.0
402,20100207,156,3.9,11.4,-4.3,6.4,2.9,0.1
403,20100208,156,7.6,10.0,5.0,9.9,0.0,7.5
404,20100209,156,9.6,11.2,7.2,9.9,0.0,5.0
405,20100210,156,8.1,10.4,6.6,10.0,0.0,9.0
406,20100211,156,5.0,7.4,2.8,10.0,0.0,25.5
407,20100212,156,1.9,3.1,0.8,9.9,0.0,4.5
408,20100213,156,0.1,2.5,-1.7,7.8,2.1,0.0
409,20100214,156,0.3,3.8,-3.3,8.9,0.0,0.0
410,20100215,156,1.1,6.3,-1.9,3.0,6.6,-9.0
411,20100216,156,-1.0,3.9,-3.8,5.6,7.5,-9.0
412,20100217,156,0.3,6.9,-4.1,7.6,6.2,1.5
413,20100218,156,-0.1,2.8,-2.4,3.8,7.7,0.9
414,20100219,156,1.0,7.0,-3.9,1.8,8.6,0.3
415,20100220,156,4.1,11.8,-2.7,0.0,10.1,-9.0
416,20100221,156,6.1,14.6,-1.0,1.1,7.7,-9.0
417,20100222,156,6.4,11.7,1.2,3.4,1.4,-9.0
418,20100223,156,9.6,19.8,0.6,0.0,9.7,-9.0
419,20100224,156,14.5,20.6,5.9,5.8,5.1,-9.0
420,20100225,156,15.9,18.6,14.5,10.0,0.0,68.5
421,20100226,156,12.8,15.0,11.1,10.0,0.0,8.5
