,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,20220101,108,1.5,1335,2,2.8,819,7,4.5,923,-4.3,2.3,1544,-10.2,710,-14.4,-3.7,-15.4,46.3,31.0,1329,2.1,1.8,1.3,-9.00,1019.8,1030.9,1034.0,247,1027.3,2351,1.4,9.0,9.6,-9.0,10.39,1.82,1200,-9.0,0.3,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.7,6.6,10.1,15.1,17.2
1,20220102,108,2.3,1996,29,4.6,1349,29,8.1,1345,-1.3,3.0,1551,-5.2,2356,-8.8,-0.9,-10.7,57.9,39.0,1754,3.3,1.6,1.1,-9.00,1015.7,1026.7,1028.4,2222,1024.4,502,4.1,5.4,9.6,-9.0,8.52,1.71,1200,0.3,-9.0,4.17,-9.0,-9,-9.0,-9,-9.0,-9,0.5,655,0.5,655,2.7,6.4,10.0,15.0,17.2
2,20220103,108,1.8,1555,25,4.1,1322,27,6.9,1319,-1.9,2.5,1542,-8.0,714,-9.3,-2.3,-14.4,58.3,35.0,1152,3.2,1.6,1.1,-9.00,1015.3,1026.2,1028.5,913,1024.2,2230,4.9,7.8,9.7,-9.0,9.35,1.75,1200,0.0,0.0,4.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.5,6.2,9.8,14.9,17.2
3,20220104,108,2.4,2048,25,4.2,1507,27,6.8,1444,-2.5,1.0,1445,-5.6,2400,-11.8,-1.8,-13.1,51.8,28.0,1606,2.6,2.0,1.4,-9.00,1017.3,1028.3,1029.8,2335,1024.5,2,0.0,9.0,9.7,-9.0,11.30,1.94,1200,0.0,-9.0,0.92,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.5,6.1,9.7,14.8,17.1
4,20220105,108,1.7,1510,5,2.9,1314,5,4.2,843,-2.8,1.9,1518,-7.8,634,-12.5,-2.8,-14.1,47.6,34.0,1402,2.4,1.4,1.0,-9.00,1016.9,1028.0,1029.7,1,1025.9,1539,7.3,1.9,9.7,-9.0,6.12,1.03,1100,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.4,5.9,9.5,14.7,17.1
5,20220106,108,2.3,2000,29,4.6,1419,29,7.8,1417,-2.2,3.3,1604,-5.9,745,-12.3,-2.3,-11.4,47.1,29.0,1414,2.4,2.1,1.5,-9.00,1018.0,1029.0,1030.8,2309,1026.7,155,0.0,9.1,9.7,-9.0,11.22,1.95,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.3,5.8,9.4,14.7,17.1
6,20220107,108,1.5,1317,25,3.0,1608,27,5.2,1402,-1.6,4.5,1525,-5.9,634,-12.0,-2.3,-13.8,47.1,21.0,1528,2.5,2.2,1.6,-9.00,1018.8,1029.8,1032.0,855,1028.2,1534,0.0,9.1,9.7,-9.0,11.12,1.92,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.2,5.7,9.2,14.6,17.0
7,20220108,108,1.7,1456,20,3.5,1632,18,5.4,1534,0.3,3.7,1623,-5.0,729,-5.7,-2.1,-12.0,64.3,49.0,1221,4.2,0.9,0.7,-9.00,1013.5,1024.4,1028.2,1,1021.5,2343,5.9,0.7,9.7,-9.0,3.68,0.80,1100,0.0,0.0,0.17,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.1,5.6,9.1,14.5,17.0
8,20220109,108,1.7,1441,27,2.8,507,29,4.6,507,1.3,5.6,1522,-1.2,2353,-3.5,0.5,-8.6,71.5,46.0,1606,4.8,1.3,0.9,-9.00,1011.7,1022.5,1023.5,1028,1021.1,107,3.1,4.5,9.7,-9.0,7.16,1.56,1300,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.1,5.5,9.0,14.4,17.0
9,20220110,108,2.0,1705,25,3.4,1433,25,7.6,2359,0.5,4.4,1348,-3.4,735,-5.1,-0.9,-9.5,68.3,37.0,1527,4.2,1.6,1.1,-9.00,1009.7,1020.5,1023.5,319,1017.0,2349,7.0,3.9,9.8,-9.0,7.25,1.52,1100,0.9,1.1,3.83,-9.0,-9,-9.0,-9,-9.0,-9,0.9,2355,0.9,2355,2.1,5.4,8.8,14.3,16.9
10,20220111,108,4.0,3442,29,7.2,129,32,12.4,128,-7.4,0.3,1,-10.3,2326,-14.9,-2.3,-13.3,55.5,39.0,1538,2.0,1.5,1.1,-9.00,1010.1,1021.2,1025.3,2315,1017.0,1,0.4,9.1,9.8,-9.0,11.91,2.04,1200,0.2,-9.0,1.50,-9.0,-9,-9.0,-9,-9.0,-9,0.1,100,1.0,100,2.0,5.3,8.7,14.2,16.9
11,20220112,108,2.4,2089,29,4.2,1019,29,7.1,1630,-7.7,-3.4,1521,-11.3,223,-17.0,-4.1,-15.3,47.8,34.0,1528,1.6,1.8,1.2,-9.00,1012.0,1023.1,1025.0,1,1021.4,2358,2.8,8.6,9.8,-9.0,11.93,2.04,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,0.2,1,1.9,5.2,8.6,14.1,16.9
12,20220113,108,3.3,2881,27,7.6,1308,32,13.9,1320,-6.4,-3.1,1456,-8.9,2352,-16.3,-3.6,-13.6,45.8,32.0,1408,1.7,1.8,1.3,-9.00,1011.1,1022.2,1025.7,2319,1019.4,419,2.3,9.1,9.8,-9.0,11.90,2.03,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.9,5.1,8.5,14.0,16.8
13,20220114,108,1.7,1453,18,3.2,1356,16,6.3,1348,-4.8,1.3,1526,-10.1,750,-16.3,-3.5,-16.4,41.8,24.0,1606,1.7,2.2,1.5,-9.00,1014.8,1025.9,1028.1,1055,1024.0,1801,2.6,9.1,9.8,-9.0,12.10,2.04,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.8,5.0,8.4,13.9,16.8
14,20220115,108,1.9,1641,5,3.1,1045,2,4.9,1055,-1.0,1.8,1545,-5.3,426,-10.6,-1.9,-10.1,48.3,41.0,1131,2.8,1.2,0.9,-9.00,1011.9,1022.8,1025.9,1,1021.0,2137,8.5,0.9,9.9,-9.0,3.76,0.92,1100,0.0,0.0,0.92,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.7,4.9,8.3,13.9,16.7
15,20220116,108,3.3,2808,25,5.7,1408,25,9.4,1503,-2.0,2.4,208,-7.2,2352,-10.4,-0.3,-9.3,54.5,29.0,1427,3.0,2.1,1.5,-9.00,1014.2,1025.2,1028.6,2352,1021.1,318,1.6,8.8,9.9,-9.0,11.98,2.07,1200,0.0,-9.0,0.42,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.7,4.8,8.2,13.8,16.7
16,20220117,108,2.2,1865,27,4.1,1337,23,8.0,1706,-5.8,0.1,1317,-9.2,518,-12.5,-4.2,-15.4,59.9,38.0,1136,2.4,1.3,0.9,-9.00,1016.5,1027.7,1029.4,2131,1024.9,1603,2.5,4.5,9.9,-9.0,8.07,1.83,1100,0.5,0.5,4.92,-9.0,-9,-9.0,-9,-9.0,-9,0.8,1745,0.8,1745,1.6,4.8,8.1,13.7,16.7
17,20220118,108,2.3,1953,29,4.3,1525,34,6.6,1444,-5.6,-0.7,1514,-9.9,744,-15.3,-2.8,-15.2,47.9,27.0,1403,1.9,1.9,1.4,-9.00,1017.6,1028.7,1030.8,939,1026.9,1510,0.3,9.2,9.9,-9.0,12.40,2.10,1200,-9.0,0.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,0.5,1,1.5,4.7,8.0,13.6,16.6
18,20220119,108,2.1,1821,32,4.7,2038,32,8.3,1759,-5.3,-2.7,1558,-7.7,2357,-9.6,-3.4,-13.3,72.3,50.0,132,3.0,0.5,0.4,-9.00,1013.9,1025.0,1028.1,8,1022.4,1512,5.1,0.0,9.9,-9.0,2.13,0.43,1100,1.7,1.7,7.08,-9.0,-9,-9.0,-9,-9.0,-9,3.5,1340,3.5,1340,1.5,4.6,7.9,13.5,16.6
19,20220120,108,1.8,1582,32,4.7,1927,32,7.0,1922,-5.0,0.9,1603,-9.8,605,-11.1,-2.5,-16.0,63.5,42.0,1631,2.6,1.8,1.2,-9.00,1018.1,1029.3,1031.0,2345,1026.2,1,0.0,9.1,10.0,-9.0,12.29,2.05,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.4,1,1.4,4.5,7.8,13.4,16.6
20,20220121,108,1.8,1512,5,3.0,1144,5,5.0,1301,-2.7,4.6,1534,-8.7,755,-10.9,-1.9,-14.4,55.6,29.0,1544,2.7,2.2,1.5,-9.00,1019.3,1030.3,1032.8,951,1028.4,2342,0.0,9.2,10.0,-9.0,12.79,2.15,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.4,4.5,7.8,13.3,16.5
21,20220122,108,1.7,1506,29,3.4,1855,29,5.2,1854,0.3,7.1,1512,-5.0,734,-8.7,-0.3,-10.4,52.4,32.0,1618,3.2,2.0,1.4,-9.00,1015.4,1026.3,1028.5,228,1024.4,1403,5.9,6.0,10.0,-9.0,9.70,1.86,1300,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.3,4.4,7.7,13.3,16.5
22,20220123,108,1.7,1481,25,3.1,1212,7,5.7,2329,2.0,6.7,1411,-0.6,549,-6.8,0.4,-7.1,52.4,43.0,1017,3.7,2.0,1.4,-9.00,1011.5,1022.3,1025.0,5,1019.9,1607,4.8,5.3,10.1,-9.0,7.67,1.79,1300,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.4,4.3,7.6,13.2,16.4
23,20220124,108,3.5,3053,7,5.5,959,7,9.6,1001,4.6,8.4,1329,1.3,1,-3.6,0.8,-1.3,56.0,44.0,1310,4.7,2.4,1.7,-9.00,1011.0,1021.7,1023.1,1112,1020.5,1431,4.9,4.0,10.1,-9.0,8.71,1.65,1100,-9.0,0.5,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.4,4.3,7.5,13.1,16.4
24,20220125,108,2.3,1991,27,4.9,1748,25,7.7,1744,2.8,4.5,1,1.9,822,-0.4,0.9,-0.2,80.0,51.0,1,6.0,0.6,0.4,-9.00,1010.2,1021.0,1022.2,2320,1019.2,1501,9.4,0.0,10.1,-9.0,1.70,0.41,1300,0.7,0.2,11.75,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.4,4.2,7.4,13.0,16.3
25,20220126,108,2.2,1913,32,4.6,2124,32,7.7,2120,1.3,6.8,1429,-1.9,639,-5.7,1.3,-9.2,62.8,33.0,1709,4.1,2.5,1.7,-9.00,1013.7,1024.5,1025.8,2245,1022.2,1,2.4,8.4,10.1,-9.0,11.54,2.02,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.4,4.2,7.4,12.9,16.3
26,20220127,108,2.1,1854,29,4.1,2032,29,7.7,2023,-1.1,4.0,1541,-4.6,757,-10.5,0.3,-9.6,50.0,31.0,1520,2.8,2.3,1.6,-9.00,1014.2,1025.1,1026.5,827,1022.8,1448,2.1,8.9,10.2,-9.0,11.72,1.90,1100,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.4,4.1,7.3,12.9,16.3
27,20220128,108,2.8,2379,29,5.1,2324,29,8.2,1613,-2.7,2.1,1516,-5.9,811,-11.5,-0.9,-9.7,51.6,33.0,1518,2.5,2.3,1.6,-9.00,1014.1,1025.1,1027.0,925,1023.3,1902,2.0,9.2,10.2,-9.0,13.65,2.23,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.4,4.1,7.2,12.8,16.2
28,20220129,108,2.4,2110,32,5.1,1429,32,8.6,1426,-3.6,0.9,1531,-7.2,741,-13.3,-1.5,-13.3,48.9,28.0,1510,2.2,2.3,1.6,-9.00,1011.5,1022.4,1024.8,4,1020.3,1632,0.8,9.5,10.2,-9.0,14.07,2.26,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.4,4.1,7.2,12.7,16.2
29,20220130,108,2.2,1911,27,4.6,1409,29,7.8,1335,-2.8,2.4,1629,-8.0,713,-13.4,-1.4,-14.2,45.4,27.0,1510,2.2,2.6,1.8,-9.00,1011.5,1022.4,1024.5,2351,1020.6,1456,0.6,9.6,10.3,-9.0,14.10,2.31,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.4,4.0,7.1,12.6,16.1
30,20220131,108,1.9,1673,25,4.3,1617,20,8.7,2118,-0.7,4.8,1507,-6.8,736,-7.9,-0.7,-14.1,59.0,39.0,1229,3.5,1.9,1.3,-9.00,1012.9,1023.8,1025.9,802,1021.8,2018,3.3,8.0,10.3,-9.0,11.47,1.95,1100,1.2,2.9,2.75,-9.0,-9,-9.0,-9,-9.0,-9,1.8,2335,1.8,2335,1.4,4.0,7.1,12.6,16.1
31,20220201,108,2.6,2271,27,4.4,1229,32,9.0,1348,-1.3,0.9,1601,-2.7,2345,-4.9,-0.4,-6.0,76.6,59.0,1509,4.3,1.3,0.9,-9.00,1014.2,1025.2,1028.8,2357,1021.8,449,6.6,4.7,10.3,-9.0,9.04,1.66,1300,1.7,0.0,4.83,-9.0,-9,-9.0,-9,-9.0,-9,3.3,555,5.0,555,1.4,4.0,7.0,12.5,16.1
32,20220202,108,2.4,2053,25,5.0,1408,29,8.3,1428,-3.4,0.0,1529,-6.0,541,-10.4,-0.6,-11.1,60.5,36.0,1453,2.8,2.1,1.4,-9.00,1017.4,1028.5,1030.2,925,1027.2,2315,3.5,9.2,10.4,-9.0,14.68,2.36,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,0.5,1,1.4,3.9,7.0,12.4,16.0
33,20220203,108,2.4,2088,27,4.6,1601,27,8.2,1611,-3.4,0.4,1458,-6.9,746,-12.2,-0.8,-12.8,52.4,34.0,1235,2.4,2.3,1.6,-9.00,1016.3,1027.3,1029.0,1036,1026.0,1442,1.5,9.7,10.4,-9.0,14.87,2.39,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.3,3.9,6.9,12.3,16.0
34,20220204,108,3.1,2648,29,6.5,2019,29,12.3,2019,-5.2,-0.7,1404,-8.2,2356,-13.4,-2.6,-13.2,53.3,35.0,1134,2.2,2.1,1.5,-9.00,1014.2,1025.3,1027.0,201,1023.5,1722,1.9,7.3,10.4,-9.0,12.94,2.41,1200,0.0,0.0,0.67,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.3,3.9,6.9,12.3,15.9
35,20220205,108,3.1,2716,27,6.8,1521,27,11.9,1637,-6.6,-2.0,1508,-9.7,742,-15.7,-3.1,-12.9,48.8,36.0,1609,1.8,2.0,1.4,-9.00,1015.4,1026.5,1028.0,2022,1024.4,1438,0.9,9.1,10.5,-9.0,14.31,2.43,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.3,3.9,6.8,12.2,15.9
36,20220206,108,2.5,2178,29,5.4,1301,29,11.4,1253,-3.9,1.7,1537,-8.4,500,-13.0,-1.5,-14.7,50.3,31.0,1533,2.3,2.5,1.7,-9.00,1016.9,1028.0,1029.9,2348,1026.0,1537,1.0,9.5,10.5,-9.0,14.83,2.39,1300,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.2,3.8,6.8,12.1,15.8
37,20220207,108,1.8,1537,29,4.6,1424,29,9.7,1358,-2.5,1.9,1259,-7.3,510,-11.6,-1.6,-13.7,51.3,31.0,1313,2.6,1.8,1.3,-9.00,1017.5,1028.5,1030.2,1036,1026.3,1511,6.1,6.5,10.5,-9.0,10.41,2.04,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.2,3.8,6.7,12.1,15.8
38,20220208,108,1.9,1648,29,3.7,1440,32,6.8,1335,-0.1,5.6,1555,-4.1,629,-9.0,1.3,-10.1,53.8,26.0,1556,3.1,2.7,1.9,-9.00,1016.6,1027.5,1028.5,2245,1025.9,1629,1.5,8.1,10.6,-9.0,14.49,2.36,1300,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.2,3.7,6.7,12.0,15.8
39,20220209,108,1.8,1591,29,3.5,2101,32,5.7,2112,1.0,7.2,1400,-4.3,757,-8.4,0.9,-11.2,52.3,26.0,1527,3.2,2.6,1.8,-9.00,1014.7,1025.6,1029.0,824,1023.0,1643,5.5,9.2,10.6,-9.0,12.80,2.09,1300,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.2,3.7,6.7,11.9,15.7
40,20220210,108,2.3,1949,32,4.9,1447,32,8.8,1439,1.4,6.7,1544,-3.2,707,-6.3,2.1,-10.0,57.8,33.0,1335,3.9,2.8,2.0,-9.00,1012.5,1023.3,1024.9,2303,1021.9,1431,1.6,9.6,10.6,-9.0,14.93,2.37,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.2,3.7,6.6,11.9,15.7
41,20220211,108,1.8,1553,25,3.5,1447,27,6.8,1439,2.9,8.8,1449,-2.6,740,-4.3,3.3,-10.5,61.1,34.0,1453,4.5,2.7,1.9,-9.00,1015.5,1026.3,1028.2,900,1024.5,127,2.6,8.9,10.7,-9.0,13.28,2.16,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.2,3.6,6.6,11.8,15.6
42,20220212,108,1.7,1461,27,3.8,1516,25,6.7,1433,4.8,10.4,1605,-0.1,727,-6.1,5.1,-5.5,50.4,22.0,1409,4.1,3.8,2.6,-9.00,1014.0,1024.7,1027.1,852,1022.6,1704,3.5,9.3,10.7,-9.0,15.11,2.39,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.2,3.6,6.5,11.7,15.6
43,20220213,108,1.8,1543,32,3.5,1507,34,5.4,1413,4.8,9.5,1616,1.6,330,-6.3,2.2,-5.7,44.9,32.0,1634,3.9,2.4,1.7,-9.00,1011.3,1022.0,1023.5,230,1020.1,1718,5.3,3.0,10.8,-9.0,9.29,1.39,1000,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.2,3.6,6.5,11.7,15.6
44,20220214,108,2.9,2470,27,5.7,1554,23,10.2,1426,2.5,8.1,1248,-1.3,2352,-3.0,1.4,-6.2,68.3,43.0,1414,5.0,1.8,1.3,-9.00,1009.5,1020.2,1022.1,152,1017.7,1431,6.6,0.9,10.8,-9.0,7.04,1.55,1200,1.7,1.7,2.42,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.2,3.6,6.5,11.6,15.5
45,20220215,108,3.8,3315,27,5.7,447,27,9.9,25,-4.7,-1.3,1,-7.7,2321,-11.8,-1.5,-9.0,58.0,44.0,2013,2.5,1.6,1.1,-9.00,1011.1,1022.1,1023.7,2223,1020.5,333,5.6,3.0,10.8,-9.0,9.99,1.86,1300,0.0,0.0,12.17,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.2,3.6,6.4,11.6,15.5
46,20220216,108,3.7,3203,27,6.8,1308,27,11.4,1259,-7.3,-4.1,1526,-9.6,2400,-16.1,-2.3,-11.1,50.4,32.0,1359,1.8,2.2,1.5,-9.00,1012.9,1024.1,1025.7,2354,1022.2,1605,0.9,9.0,10.9,-9.0,16.28,2.67,1200,0.0,-9.0,0.33,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.2,3.5,6.4,11.5,15.4
47,20220217,108,2.5,2171,29,4.9,250,29,10.4,248,-6.2,-0.5,1554,-10.7,752,-17.3,-0.1,-12.8,41.6,28.0,1559,1.6,2.4,1.7,-9.00,1017.5,1028.7,1031.2,2359,1025.6,118,0.0,9.8,10.9,-9.0,17.20,2.64,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.2,3.5,6.4,11.5,15.4
48,20220218,108,2.0,1720,27,3.6,1731,29,6.1,1809,-1.2,5.7,1531,-8.0,716,-13.5,1.6,-13.7,40.4,21.0,1526,2.2,3.2,2.2,-9.00,1018.8,1029.8,1033.2,728,1026.3,2348,3.9,8.6,10.9,-9.0,15.91,2.55,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.2,3.5,6.3,11.4,15.3
49,20220219,108,2.9,2531,29,6.6,1959,29,11.5,2010,-1.7,3.7,1403,-6.2,2345,-10.3,0.1,-8.6,52.9,38.0,1500,2.9,2.0,1.4,-9.00,1013.0,1024.0,1026.7,26,1021.4,1655,6.5,2.9,11.0,-9.0,9.25,2.06,1300,0.1,0.1,2.17,-9.0,-9,-9.0,-9,-9.0,-9,0.1,1730,0.1,1730,1.2,3.5,6.3,11.3,15.3
50,20220220,108,4.1,3503,29,6.3,1145,27,11.0,1502,-4.8,-0.5,1548,-8.4,703,-16.3,0.3,-9.7,41.1,24.0,1619,1.7,2.7,1.9,-9.00,1015.5,1026.6,1029.1,2319,1024.2,1,0.1,10.0,11.0,-9.0,18.09,2.76,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.2,3.5,6.3,11.3,15.3
51,20220221,108,2.9,2514,27,7.1,1528,25,13.1,1336,-3.0,3.6,1415,-8.1,623,-10.6,-0.1,-14.8,56.3,41.0,1413,2.8,2.2,1.5,-9.00,1016.9,1027.9,1030.9,2359,1024.7,1331,2.5,6.5,11.0,-9.0,11.41,1.77,1400,0.1,0.1,2.58,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.2,3.5,6.3,11.2,15.2
52,20220222,108,3.2,2748,32,5.6,1952,27,11.9,1946,-4.5,0.5,1438,-8.0,2400,-15.2,0.5,-11.7,43.3,33.0,938,1.9,2.5,1.7,-9.00,1021.0,1032.1,1033.9,2358,1030.3,1432,1.0,8.0,11.1,-9.0,15.64,2.51,1100,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.2,3.5,6.2,11.2,15.2
53,20220223,108,2.6,2220,29,5.5,1450,32,10.0,1447,-5.6,-0.6,1623,-10.0,721,-18.0,0.3,-14.7,38.5,24.0,1550,1.5,2.9,2.0,-9.00,1021.9,1033.1,1035.6,925,1030.7,1659,0.0,10.2,11.1,-9.0,18.78,2.82,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.2,3.4,6.2,11.1,15.1
54,20220224,108,2.2,1880,32,5.0,1232,23,10.2,1501,-2.4,3.7,1454,-8.5,508,-11.1,1.9,-15.8,52.4,31.0,1113,2.8,2.7,1.9,-9.00,1019.6,1030.7,1033.2,925,1028.3,2349,0.0,10.3,11.2,-9.0,18.42,2.72,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.2,3.4,6.2,11.1,15.1
55,20220225,108,2.3,2009,25,4.8,1555,25,8.4,1255,3.0,8.4,1537,-3.6,716,-0.7,3.6,-11.1,77.5,55.0,1234,5.9,2.1,1.5,-9.00,1015.6,1026.4,1029.2,848,1023.6,2353,3.8,6.4,11.2,-9.0,12.36,2.16,1100,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.2,3.4,6.2,11.0,15.1
56,20220226,108,3.9,3369,29,7.2,2116,29,14.5,2110,5.4,9.3,1313,1.0,2355,1.8,3.7,-2.5,78.4,63.0,1325,7.1,1.8,1.2,-9.00,1006.9,1017.5,1023.7,1,1011.6,1843,8.0,0.2,11.2,-9.0,5.58,1.32,1200,1.1,1.1,3.58,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.2,3.4,6.1,11.0,15.0
57,20220227,108,2.8,2453,25,7.4,1442,20,12.3,1501,3.7,9.1,1513,-1.6,730,-4.5,3.9,-8.1,56.6,33.0,1144,4.5,3.6,2.5,-9.00,1010.9,1021.6,1023.2,916,1017.3,1,0.0,10.5,11.3,-9.0,18.62,2.78,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.2,3.4,6.1,10.9,15.0
58,20220228,108,1.5,1297,20,3.3,2212,25,6.1,2254,6.8,11.5,1626,2.7,48,-0.5,3.4,-2.8,62.3,36.0,1622,6.0,2.3,1.6,-9.00,1009.9,1020.5,1024.2,803,1016.4,2400,8.0,3.4,11.3,-9.0,10.50,2.02,1200,-9.0,2.3,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.2,3.4,6.1,10.9,14.9
59,20220301,108,2.3,1978,25,5.4,1630,29,9.8,2039,5.8,9.7,1616,0.3,2355,0.5,5.7,-4.6,70.5,46.0,1647,6.6,1.8,1.3,-9.00,1004.2,1014.7,1018.5,2328,1012.5,1426,6.1,2.5,11.4,-9.0,6.49,1.20,1400,2.3,-9.0,7.08,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.2,3.3,6.0,10.8,14.9
60,20220302,108,2.7,2336,23,6.3,1547,25,10.6,1603,3.5,8.8,1256,-2.3,611,-5.0,4.0,-8.2,55.9,29.0,1201,4.3,3.8,2.7,-9.00,1007.0,1017.7,1019.5,852,1015.9,1634,1.0,10.7,11.4,-9.0,19.53,2.81,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.2,3.3,6.0,10.8,14.8
61,20220303,108,2.1,1842,29,4.7,1609,27,9.0,1607,5.8,12.4,1413,0.9,720,-4.6,5.5,-7.3,52.9,24.0,1511,4.5,4.5,3.2,-9.00,1007.1,1017.7,1019.4,948,1016.7,1745,0.0,10.6,11.4,-9.0,19.16,2.85,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.2,3.3,6.0,10.8,14.8
