,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
350,20221217,108,2.7,2321,29,6.2,1411,27,11.1,1442,-7.0,-3.2,1245,-9.8,2322,-15.4,-3.5,-14.5,52.0,34.0,1346,1.9,1.7,1.2,-9.00,1014.4,1025.5,1030.8,1,1023.5,1530,2.3,7.4,9.6,-9.0,10.46,1.87,1200,0.2,-9.0,2.33,-9.0,-9,-9.0,-9,-9.0,-9,0.3,755,1.9,755,4.8,9.0,12.7,17.4,18.4
351,20221218,108,2.6,2231,27,5.8,1233,27,10.4,1226,-9.5,-5.6,1440,-12.4,740,-18.8,-5.1,-17.0,47.1,38.0,545,1.4,1.4,1.0,-9.00,1012.2,1023.5,1024.8,2259,1021.8,1500,0.0,9.0,9.6,-9.0,11.42,1.98,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.5,1,4.5,8.7,12.5,17.3,18.4
352,20221219,108,1.7,1488,29,3.8,1459,29,6.0,1452,-7.0,-2.5,1426,-12.0,357,-14.6,-4.3,-16.7,55.6,40.0,1217,2.0,1.3,0.9,-9.00,1015.9,1027.1,1029.0,2332,1024.5,13,2.1,6.5,9.6,-9.0,8.93,1.85,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.4,1,4.3,8.5,12.3,17.2,18.4
353,20221220,108,2.2,1906,5,3.9,2013,2,5.9,2010,-3.2,2.9,1440,-9.5,717,-10.9,-3.0,-15.0,55.8,40.0,1437,2.7,2.0,1.4,-9.00,1015.4,1026.4,1030.9,937,1021.2,2355,4.9,7.7,9.6,-9.0,10.10,1.87,1200,-9.0,3.4,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.1,1,4.1,8.3,12.1,17.1,18.4
354,20221221,108,2.7,2333,29,5.5,2047,32,9.6,2050,-0.1,2.6,1559,-2.6,2347,-2.9,-0.6,-6.5,82.4,57.0,353,5.0,0.7,0.5,-9.00,1001.2,1011.9,1021.2,1,1009.2,1605,8.5,0.0,9.6,-9.0,2.48,0.52,1400,3.6,0.2,9.17,-9.0,-9,-9.0,-9,-9.0,-9,3.5,955,3.5,955,4.0,8.1,11.9,17.0,18.3
355,20221222,108,4.4,3791,27,7.1,1517,29,15.0,1555,-7.8,-2.6,1,-11.3,2355,-14.2,-2.6,-13.4,60.5,45.0,1555,2.1,1.4,1.0,-9.00,999.6,1010.7,1011.5,258,1008.9,1405,2.1,7.4,9.6,-9.0,10.05,2.07,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.9,1,3.9,7.9,11.7,16.9,18.3
356,20221223,108,4.3,3675,29,6.7,1121,25,12.3,1216,-11.8,-8.6,1514,-13.7,619,-17.9,-4.4,-16.5,60.5,52.0,1514,1.5,1.0,0.7,-9.00,1002.8,1014.1,1018.0,2357,1010.8,2,2.0,8.4,9.6,-9.0,10.76,1.99,1300,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.8,1,3.7,7.7,11.6,16.8,18.3
357,20221224,108,1.8,1557,5,3.4,706,5,5.6,718,-8.4,-2.0,1619,-13.5,743,-16.0,-4.3,-17.0,54.9,38.0,1608,1.8,1.3,0.9,-9.00,1009.9,1021.1,1022.9,2223,1017.7,14,0.6,8.9,9.6,-9.0,10.92,1.92,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.7,1,3.5,7.5,11.4,16.7,18.2
358,20221225,108,1.7,1478,25,4.1,1352,27,6.6,1351,-5.4,0.2,1532,-9.6,611,-10.8,-4.6,-15.0,66.5,46.0,1534,2.7,1.4,1.0,-9.00,1012.8,1023.9,1025.3,2306,1022.4,9,0.1,9.0,9.6,-9.0,10.89,1.93,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.6,1,3.4,7.3,11.2,16.6,18.2
359,20221226,108,1.4,1240,5,2.8,740,34,3.7,1041,-3.9,1.7,1532,-7.9,730,-9.1,-4.1,-13.6,68.4,44.0,1540,3.1,1.2,0.8,-9.00,1015.3,1026.4,1028.1,2311,1025.0,1339,1.4,7.6,9.6,-9.0,8.27,1.41,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.2,1,3.2,7.2,11.0,16.5,18.2
360,20221227,108,1.8,1555,29,3.2,1429,29,5.4,1421,-2.6,3.3,1515,-7.3,720,-7.5,-3.2,-12.0,69.8,48.0,1308,3.5,1.6,1.1,-9.00,1018.1,1029.1,1030.8,1014,1027.7,1425,0.1,8.8,9.6,-9.0,10.25,1.79,1200,-9.0,0.1,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,0.3,1,3.1,7.0,10.8,16.4,18.1
361,20221228,108,2.5,2196,29,4.9,1409,27,8.7,1419,-3.3,0.1,1453,-6.0,2355,-10.7,-2.9,-11.5,58.1,39.0,1117,2.8,1.8,1.2,-9.00,1019.5,1030.5,1033.4,2255,1027.8,156,3.3,8.7,9.6,-9.0,10.86,1.90,1200,0.1,-9.0,3.00,-9.0,-9,-9.0,-9,-9.0,-9,0.4,350,0.4,350,3.0,6.8,10.7,16.3,18.1
362,20221229,108,1.7,1454,29,3.4,1159,32,5.1,1426,-2.9,2.1,1522,-7.8,728,-10.8,-3.3,-13.5,56.3,33.0,1203,2.8,1.7,1.2,-9.00,1021.4,1032.5,1033.7,256,1030.6,1428,3.3,9.0,9.6,-9.0,10.88,1.92,1200,0.0,0.0,4.33,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.9,6.7,10.5,16.2,18.1
363,20221230,108,1.9,1668,27,4.6,1523,27,7.5,1519,-1.8,2.3,1354,-4.4,2355,-7.7,-2.2,-11.2,65.6,36.0,1635,3.5,1.8,1.3,-9.00,1020.8,1031.8,1032.8,923,1030.3,1442,1.4,7.9,9.6,-9.0,10.84,1.90,1200,0.0,0.0,2.58,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.9,6.6,10.4,16.1,18.0
364,20221231,108,1.4,1190,34,2.6,816,36,4.1,1049,-1.2,2.1,1530,-5.1,125,-6.8,-2.2,-13.1,65.5,57.0,347,3.7,0.9,0.7,-9.00,1019.5,1030.5,1032.2,10,1028.9,2008,7.4,1.1,9.6,-9.0,4.16,0.68,1300,0.0,0.0,1.42,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.9,6.7,10.3,15.2,17.3
