,관측일,국내 지점번호,일 평균기온,최고기온,최저기온,일 평균 전운량,일조합,일 강수량
100,20090411,101,16.0,27.3,5.8,2.0,10.8,-9.0
101,20090412,101,15.2,22.6,9.1,5.5,5.2,-9.0
102,20090413,101,14.0,21.1,5.5,7.6,1.3,-9.0
103,20090414,101,14.2,20.7,8.0,4.5,7.2,0.0
104,20090415,101,8.4,14.2,3.8,6.5,1.1,7.5
105,20090416,101,10.0,16.8,3.9,4.0,9.7,-9.0
106,20090417,101,11.9,20.5,2.0,0.3,11.9,-9.0
107,20090418,101,14.9,25.6,3.8,1.4,10.9,-9.0
108,20090419,101,16.9,28.0,5.9,5.0,7.7,-9.0
109,20090420,101,12.6,15.6,11.3,10.0,0.0,39.5
110,20090421,101,10.5,13.3,9.3,10.0,0.0,1.0
111,20090422,101,9.6,12.9,4.8,6.6,3.2,0.0
112,20090423,101,11.1,19.4,1.4,3.0,9.4,-9.0
113,20090424,101,12.0,16.7,8.3,9.5,1.2,9.0
114,20090425,101,9.6,12.3,6.2,9.5,0.0,3.5
115,20090426,101,8.8,14.0,3.7,8.1,2.1,-9.0
116,20090427,101,8.9,17.6,3.2,6.0,5.6,0.5
117,20090428,101,9.6,19.9,2.9,4.1,7.3,1.0
118,20090429,101,13.4,24.3,3.4,0.0,10.4,-9.0
119,20090430,101,13.3,22.1,3.7,5.4,8.2,-9.0
120,20090501,101,15.5,24.7,5.6,3.3,10.4,-9.0
121,20090502,101,14.4,19.1,10.4,9.1,1.1,0.5
122,20090503,101,16.9,25.8,10.0,3.1,9.1,-9.0
123,20090504,101,17.3,28.5,7.1,1.1,10.9,-9.0
124,20090505,101,18.6,29.4,9.5,2.5,8.3,0.0
125,20090506,101,20.3,31.1,10.5,0.4,11.7,-9.0
126,20090507,101,20.2,30.5,10.3,0.5,12.2,-9.0
127,20090508,101,20.5,29.4,12.0,0.3,10.4,-9.0
128,20090509,101,20.7,28.2,12.6,4.8,7.7,-9.0
129,20090510,101,19.1,26.5,12.3,8.3,4.3,-9.0
130,20090511,101,15.6,17.8,14.6,10.0,0.0,26.5
131,20090512,101,17.9,23.6,14.7,6.1,4.0,7.0
132,20090513,101,17.4,24.5,10.1,1.5,11.5,-9.0
133,20090514,101,17.8,27.0,8.7,4.9,9.7,-9.0
134,20090515,101,17.6,21.8,13.9,9.6,0.0,0.4
135,20090516,101,13.8,15.3,13.2,10.0,0.0,19.0
136,20090517,101,14.4,17.3,11.0,7.1,1.6,4.0
137,20090518,101,16.2,24.3,6.7,1.5,12.4,-9.0
138,20090519,101,18.8,26.8,10.5,0.3,11.2,-9.0
139,20090520,101,19.5,27.2,12.6,8.0,5.1,-9.0
140,20090521,101,16.2,19.9,15.3,10.0,0.0,40.0
141,20090522,101,18.6,24.1,13.7,7.9,5.2,0.0
142,20090523,101,16.5,19.0,15.2,9.5,0.4,0.5
143,20090524,101,19.3,26.3,14.4,3.6,9.6,-9.0
144,20090525,101,20.6,30.9,11.8,0.8,12.5,-9.0
145,20090526,101,21.6,30.1,14.1,3.3,11.4,-9.0
146,20090527,101,21.0,28.4,14.2,0.3,12.4,-9.0
147,20090528,101,20.9,30.4,12.5,0.0,11.7,-9.0
148,20090529,101,19.1,25.3,12.7,4.0,10.8,-9.0
149,20090530,101,18.8,26.3,13.3,4.4,7.5,-9.0
150,20090531,101,18.4,26.6,10.4,1.6,10.0,-9.0
151,20090601,101,20.3,28.3,10.4,0.0,12.1,-9.0
152,20090602,101,20.6,27.4,14.6,5.0,6.0,20.5
153,20090603,101,19.4,24.0,15.9,7.5,3.7,35.5
154,20090604,101,20.4,27.1,15.7,3.6,9.2,-9.0
155,20090605,101,20.8,28.7,13.4,1.4,12.0,-9.0
156,20090606,101,20.1,25.9,14.6,4.4,9.3,-9.0
157,20090607,101,16.8,20.1,14.1,6.8,1.1,0.5
158,20090608,101,19.2,25.5,13.9,9.3,4.1,-9.0
159,20090609,101,18.7,21.0,16.7,10.0,0.0,31.0
160,20090610,101,19.4,23.5,16.7,8.5,2.5,20.0
161,20090611,101,21.4,26.9,15.6,4.8,11.2,0.3
162,20090612,101,19.3,24.9,13.0,2.1,12.3,4.5
163,20090613,101,19.4,24.9,12.2,4.5,8.7,1.0
164,20090614,101,19.7,24.2,16.9,8.6,3.2,0.3
165,20090615,101,20.0,25.9,17.0,6.6,3.8,13.0
166,20090616,101,20.0,25.4,16.1,7.1,3.1,0.5
167,20090617,101,18.6,20.1,17.4,9.8,0.0,0.5
168,20090618,101,22.2,30.2,17.0,3.9,8.0,-9.0
169,20090619,101,23.4,29.2,17.3,8.5,1.9,-9.0
170,20090620,101,22.3,24.1,21.7,10.0,0.0,20.0
171,20090621,101,25.3,30.8,21.3,8.9,7.0,0.3
172,20090622,101,23.5,28.9,18.1,5.6,7.5,0.0
173,20090623,101,23.1,30.4,15.8,1.6,12.5,-9.0
174,20090624,101,23.3,31.1,15.9,0.1,12.8,-9.0
175,20090625,101,22.6,29.5,16.4,3.5,6.7,-9.0
176,20090626,101,23.1,29.7,15.5,4.0,7.3,-9.0
177,20090627,101,25.6,32.8,18.9,2.9,10.2,-9.0
178,20090628,101,25.6,31.0,20.0,7.8,3.7,0.0
179,20090629,101,25.4,31.0,22.0,5.5,6.8,4.0
180,20090630,101,25.1,27.8,23.0,9.4,0.0,5.0
181,20090701,101,24.2,28.3,20.5,5.3,10.0,0.0
182,20090702,101,21.8,25.4,19.0,7.9,3.2,1.0
183,20090703,101,22.1,27.4,18.5,7.6,2.9,4.5
184,20090704,101,23.0,28.3,19.3,7.5,4.6,9.5
185,20090705,101,24.3,29.9,19.8,5.8,8.1,-9.0
186,20090706,101,24.9,30.9,19.9,8.0,4.6,-9.0
187,20090707,101,24.1,29.0,21.6,8.5,3.4,3.0
188,20090708,101,25.3,30.5,21.2,8.9,3.0,-9.0
189,20090709,101,19.5,24.1,17.2,9.3,0.0,200.5
190,20090710,101,22.8,29.4,17.3,6.3,7.2,-9.0
191,20090711,101,22.9,28.2,17.7,8.6,4.8,1.5
192,20090712,101,19.8,22.5,18.8,9.8,0.0,130.0
193,20090713,101,23.7,26.6,20.2,9.6,0.7,0.5
194,20090714,101,23.0,25.3,20.4,10.0,0.0,200.5
195,20090715,101,24.1,27.4,21.6,7.0,7.8,0.1
196,20090716,101,26.0,32.3,20.8,5.9,9.7,-9.0
197,20090717,101,24.3,26.8,22.3,10.0,0.0,7.0
198,20090718,101,25.5,27.4,22.5,10.0,0.0,28.0
199,20090719,101,25.2,29.8,22.6,6.8,3.6,-9.0
200,20090720,101,25.3,29.5,21.9,9.3,1.9,0.0
201,20090721,101,25.5,30.3,21.3,5.4,8.8,-9.0
202,20090722,101,23.8,30.3,18.9,2.3,10.1,-9.0
203,20090723,101,23.8,30.1,18.8,6.8,3.5,0.0
204,20090724,101,23.9,29.5,19.6,5.6,7.7,0.0
205,20090725,101,22.1,25.3,18.2,8.9,1.6,41.5
206,20090726,101,23.6,28.9,18.3,4.6,8.4,-9.0
207,20090727,101,23.7,29.0,18.5,5.3,8.6,-9.0
208,20090728,101,23.9,27.9,21.1,9.0,4.4,0.0
209,20090729,101,24.8,30.9,19.5,3.8,11.1,0.1
210,20090730,101,25.6,32.3,19.5,3.9,12.2,-9.0
211,20090731,101,26.0,32.0,22.2,5.4,7.8,0.0
212,20090801,101,24.6,29.7,21.9,6.5,3.4,-9.0
213,20090802,101,25.6,31.9,21.9,5.1,9.1,-9.0
214,20090803,101,24.5,27.8,21.1,7.9,1.0,-9.0
215,20090804,101,25.2,31.1,19.8,4.4,11.2,-9.0
216,20090805,101,25.6,32.4,19.2,4.4,11.5,-9.0
217,20090806,101,24.4,29.8,20.1,8.3,3.9,0.5
218,20090807,101,24.6,28.2,21.0,9.8,0.4,2.0
219,20090808,101,25.7,29.1,22.4,8.8,0.8,0.5
220,20090809,101,26.7,32.8,22.4,3.6,10.5,0.0
221,20090810,101,25.2,30.4,19.9,4.3,9.1,-9.0
222,20090811,101,22.9,25.0,22.1,10.0,0.0,61.0
223,20090812,101,23.1,26.7,21.5,7.5,1.3,131.0
224,20090813,101,25.3,32.4,19.6,2.9,9.3,-9.0
225,20090814,101,26.2,33.1,21.7,2.6,9.6,-9.0
226,20090815,101,25.6,33.6,19.9,2.5,8.7,-9.0
227,20090816,101,25.9,34.1,19.9,0.0,12.1,-9.0
228,20090817,101,24.2,30.7,19.0,6.3,1.7,0.3
229,20090818,101,26.3,31.1,23.3,7.4,3.6,0.0
230,20090819,101,27.2,31.4,22.9,9.0,2.0,0.1
231,20090820,101,26.1,28.9,21.7,8.0,1.7,25.5
232,20090821,101,23.4,28.7,18.5,5.3,4.4,-9.0
233,20090822,101,23.2,29.5,19.3,7.5,4.2,-9.0
234,20090823,101,23.7,31.4,16.8,1.8,11.8,-9.0
235,20090824,101,22.7,29.8,16.1,2.4,12.0,-9.0
236,20090825,101,23.5,29.7,18.1,4.6,9.8,-9.0
237,20090826,101,22.4,27.6,19.2,9.6,0.4,11.0
238,20090827,101,21.7,24.3,20.6,8.3,0.1,47.0
239,20090828,101,23.4,29.4,18.1,5.3,9.1,-9.0
240,20090829,101,20.0,24.8,16.0,7.3,6.2,-9.0
241,20090830,101,19.2,23.7,15.8,7.5,0.3,0.5
242,20090831,101,20.2,27.5,13.1,1.0,10.9,-9.0
243,20090901,101,21.0,28.6,14.6,0.3,12.1,-9.0
244,20090902,101,20.0,27.7,13.7,0.0,12.1,-9.0
245,20090903,101,20.3,28.2,14.4,3.8,8.7,-9.0
246,20090904,101,21.3,29.1,15.9,5.6,8.7,-9.0
247,20090905,101,23.2,30.0,18.0,4.5,10.4,-9.0
248,20090906,101,23.5,29.5,18.9,6.5,4.1,-9.0
249,20090907,101,21.9,24.0,19.3,8.9,0.0,0.1
250,20090908,101,21.7,28.2,16.4,2.9,11.4,-9.0
251,20090909,101,21.0,28.4,15.5,2.3,11.5,-9.0
252,20090910,101,19.8,27.2,13.1,5.0,8.6,-9.0
253,20090911,101,18.5,22.8,14.3,8.5,1.3,0.1
254,20090912,101,18.4,22.9,15.5,6.3,4.5,12.0
255,20090913,101,19.3,25.6,15.1,2.6,7.6,-9.0
256,20090914,101,17.8,21.0,15.1,8.4,0.0,-9.0
257,20090915,101,19.9,25.7,16.0,4.6,8.6,-9.0
258,20090916,101,19.0,26.6,14.1,3.4,9.2,-9.0
259,20090917,101,18.2,26.3,12.2,4.3,8.3,-9.0
260,20090918,101,18.9,27.8,14.0,2.5,7.2,-9.0
261,20090919,101,18.5,25.1,12.3,1.3,11.1,-9.0
262,20090920,101,18.3,24.7,12.0,6.6,6.2,-9.0
263,20090921,101,17.2,18.9,14.5,9.4,0.0,7.0
264,20090922,101,17.5,24.8,13.2,3.4,8.3,-9.0
265,20090923,101,18.3,27.0,12.3,2.5,9.2,-9.0
266,20090924,101,17.7,24.4,12.9,6.8,3.4,-9.0
267,20090925,101,17.2,22.1,14.3,8.0,0.0,-9.0
268,20090926,101,19.7,26.1,14.2,7.5,7.2,-9.0
269,20090927,101,19.2,23.0,15.9,9.6,0.7,0.1
270,20090928,101,20.1,25.3,17.0,6.3,5.5,4.0
271,20090929,101,20.7,27.5,16.5,3.8,8.4,-9.0
272,20090930,101,19.7,27.6,15.5,3.9,6.8,-9.0
273,20091001,101,18.7,27.0,14.6,6.1,5.2,-9.0
274,20091002,101,17.2,24.8,11.1,3.8,6.7,-9.0
275,20091003,101,15.3,22.7,6.9,2.3,8.6,-9.0
276,20091004,101,15.2,22.4,9.5,2.5,9.7,0.2
277,20091005,101,14.4,23.3,6.5,0.8,9.8,-9.0
278,20091006,101,15.3,25.2,10.3,2.5,6.6,-9.0
279,20091007,101,15.3,21.7,9.5,4.8,6.2,-9.0
280,20091008,101,14.5,20.0,8.6,4.8,7.4,-9.0
281,20091009,101,13.2,20.9,6.4,3.9,7.1,0.0
282,20091010,101,13.3,22.3,7.0,0.4,9.9,-9.0
283,20091011,101,13.4,21.7,6.3,3.5,6.5,-9.0
284,20091012,101,12.7,20.2,8.0,4.0,6.2,-9.0
285,20091013,101,11.7,19.6,6.4,7.3,3.6,2.0
286,20091014,101,13.6,20.2,9.4,4.1,6.9,1.5
287,20091015,101,12.9,20.9,9.2,4.6,5.4,-9.0
288,20091016,101,14.1,20.8,8.5,8.4,2.9,0.2
289,20091017,101,13.1,17.3,9.7,6.9,4.6,13.5
290,20091018,101,12.2,19.3,5.3,1.9,9.2,-9.0
291,20091019,101,11.0,15.0,6.6,7.5,4.9,10.0
292,20091020,101,10.1,16.2,3.9,0.6,9.6,-9.0
293,20091021,101,10.7,19.4,4.3,1.4,8.7,0.5
294,20091022,101,8.8,17.6,1.8,3.0,7.7,-9.0
295,20091023,101,11.9,18.1,7.0,5.1,2.6,2.0
296,20091024,101,13.9,19.7,9.2,2.9,3.5,-9.0
297,20091025,101,13.2,20.3,9.0,3.1,4.4,-9.0
298,20091026,101,12.3,18.7,8.8,5.4,3.8,-9.0
299,20091027,101,12.8,21.1,8.5,4.3,5.9,-9.0
300,20091028,101,10.8,18.4,6.1,4.8,3.7,-9.0
301,20091029,101,12.4,21.9,6.3,3.3,5.5,-9.0
302,20091030,101,14.2,22.6,8.5,2.9,5.9,-9.0
303,20091031,101,13.8,16.2,10.2,8.4,0.0,12.0
304,20091101,101,11.8,16.0,8.0,9.0,1.1,5.0
305,20091102,101,2.0,8.3,-2.4,5.1,1.7,0.0
306,20091103,101,1.4,6.5,-6.0,4.0,4.9,-9.0
307,20091104,101,8.5,13.4,1.0,8.3,0.2,0.1
308,20091105,101,12.1,18.5,6.7,4.8,7.2,0.0
309,20091106,101,10.6,18.7,5.3,6.4,3.6,-9.0
310,20091107,101,13.4,18.7,7.5,9.1,1.5,-9.0
311,20091108,101,15.0,17.5,13.6,9.1,0.1,31.0
312,20091109,101,14.9,18.2,13.3,8.0,1.7,-9.0
313,20091110,101,11.1,13.4,7.0,8.0,0.0,-9.0
314,20091111,101,7.5,10.4,5.5,4.4,7.0,-9.0
315,20091112,101,7.7,9.8,6.1,6.9,0.6,-9.0
316,20091113,101,8.1,9.1,7.1,9.1,0.0,3.5
317,20091114,101,6.0,10.5,1.1,5.9,4.9,0.0
318,20091115,101,0.0,3.1,-3.2,2.4,8.2,-9.0
319,20091116,101,-1.3,3.5,-6.0,6.1,6.8,-9.0
320,20091117,101,-0.1,5.0,-3.9,2.9,6.8,-9.0
321,20091118,101,-2.1,4.8,-8.6,0.9,8.6,-9.0
322,20091119,101,0.6,6.9,-4.1,3.4,6.5,-9.0
323,20091120,101,0.5,6.1,-5.2,5.8,5.4,0.7
324,20091121,101,-0.3,5.5,-4.3,0.9,8.4,-9.0
325,20091122,101,1.1,6.5,-6.4,5.5,4.1,0.0
326,20091123,101,4.9,12.5,0.4,3.5,5.5,-9.0
327,20091124,101,3.7,12.5,-1.3,2.1,5.9,-9.0
328,20091125,101,2.7,5.4,-0.9,8.1,0.0,1.5
329,20091126,101,4.1,6.2,3.2,8.5,0.0,-9.0
330,20091127,101,5.7,10.1,3.5,8.3,0.5,-9.0
331,20091128,101,5.2,10.6,0.4,8.4,3.5,-9.0
332,20091129,101,5.3,6.6,3.9,10.0,0.0,7.5
333,20091130,101,5.2,10.0,-0.9,4.0,5.8,0.1
334,20091201,101,0.6,5.7,-2.5,6.3,2.3,-9.0
335,20091202,101,2.1,4.1,-0.3,10.0,0.0,-9.0
336,20091203,101,3.4,5.8,0.3,9.6,0.0,0.3
337,20091204,101,2.2,7.1,-0.8,6.6,4.3,-9.0
338,20091205,101,-0.8,3.3,-4.7,6.4,2.3,7.0
339,20091206,101,-4.3,0.9,-9.1,0.0,8.1,-9.0
340,20091207,101,-4.0,3.6,-9.4,0.0,8.1,-9.0
341,20091208,101,-2.7,-0.2,-6.2,6.9,0.0,0.0
342,20091209,101,1.5,5.5,-1.8,8.9,1.7,-9.0
343,20091210,101,5.4,6.6,2.9,10.0,0.0,4.0
344,20091211,101,7.4,10.1,4.0,9.1,0.9,2.0
345,20091212,101,6.2,10.8,0.4,6.5,6.4,-9.0
346,20091213,101,1.7,8.1,-2.6,4.0,4.3,-9.0
347,20091214,101,-1.3,5.6,-5.5,2.3,6.9,-9.0
348,20091215,101,-4.0,0.5,-7.4,4.4,5.0,-9.0
349,20091216,101,-6.6,-1.9,-11.3,0.0,8.0,-9.0
350,20091217,101,-7.6,-2.8,-13.0,0.0,8.0,-9.0
351,20091218,101,-9.3,-4.3,-14.5,0.0,8.0,-9.0
352,20091219,101,-8.9,-4.2,-15.2,0.0,8.0,-9.0
353,20091220,101,-7.2,0.1,-13.6,0.4,7.5,-9.0
354,20091221,101,-5.6,0.3,-13.8,2.8,7.9,-9.0
355,20091222,101,-0.5,4.0,-5.2,8.1,0.4,0.1
356,20091223,101,1.6,7.6,-2.2,7.8,1.8,0.4
357,20091224,101,-0.3,2.9,-2.7,8.0,0.0,-9.0
358,20091225,101,-0.5,3.2,-2.9,9.6,0.0,1.2
359,20091226,101,-6.5,-1.8,-10.4,0.6,7.8,-9.0
360,20091227,101,-7.9,-3.8,-11.1,6.5,2.2,1.5
361,20091228,101,-9.7,-3.3,-14.2,0.0,8.0,-9.0
362,20091229,101,-7.7,-2.9,-14.6,5.6,4.2,1.2
363,20091230,101,-3.3,0.7,-8.3,5.6,1.9,0.7
364,20091231,101,-11.7,-6.8,-16.5,0.0,8.1,-9.0
365,20100101,101,-10.3,-5.0,-17.7,4.1,5.1,0.1
366,20100102,101,-6.1,-0.6,-12.6,8.0,1.8,7.1
367,20100103,101,-10.5,-3.6,-17.8,5.0,6.6,-9.0
368,20100104,101,-6.9,-3.3,-11.3,9.0,0.0,13.7
369,20100105,101,-10.2,-4.9,-16.7,1.8,7.1,-9.0
370,20100106,101,-14.3,-6.6,-19.9,2.5,6.3,-9.0
371,20100107,101,-15.0,-8.5,-19.7,4.5,4.2,-9.0
372,20100108,101,-11.9,-4.9,-16.1,4.1,6.0,-9.0
373,20100109,101,-9.9,-5.2,-14.7,9.4,0.0,0.6
374,20100110,101,-6.0,-1.4,-9.9,6.5,2.7,-9.0
375,20100111,101,-7.9,-2.4,-11.4,6.9,2.8,-9.0
376,20100112,101,-10.4,-4.6,-15.2,1.0,7.8,-9.0
377,20100113,101,-13.8,-8.6,-20.2,0.0,8.1,-9.0
378,20100114,101,-13.6,-6.2,-21.3,3.9,6.9,-9.0
379,20100115,101,-7.4,1.0,-14.0,3.1,7.7,0.3
380,20100116,101,-9.5,-1.1,-16.0,1.8,6.9,-9.0
381,20100117,101,-8.7,0.6,-15.0,1.6,6.5,-9.0
382,20100118,101,-6.2,0.0,-12.2,7.5,0.3,-9.0
383,20100119,101,-0.1,4.9,-5.0,8.9,3.9,4.0
384,20100120,101,1.9,3.3,1.0,10.0,0.0,8.5
385,20100121,101,-0.4,3.1,-5.6,4.1,4.4,3.0
386,20100122,101,-5.7,-1.9,-8.4,0.8,7.4,-9.0
387,20100123,101,-6.8,0.1,-13.1,0.0,8.6,-9.0
388,20100124,101,-1.8,3.5,-10.2,7.4,3.0,0.2
389,20100125,101,-0.3,3.1,-6.2,2.4,8.2,-9.0
390,20100126,101,-5.7,1.9,-12.6,0.3,8.5,-9.0
391,20100127,101,-2.7,2.7,-9.2,6.6,4.5,2.8
392,20100128,101,1.0,4.2,-2.8,3.0,7.4,0.3
393,20100129,101,-2.4,1.4,-11.0,4.3,5.6,0.0
394,20100130,101,0.5,5.3,-4.8,5.9,3.8,-9.0
395,20100131,101,-1.0,4.7,-5.3,4.4,1.6,-9.0
396,20100201,101,0.5,7.5,-3.6,5.6,3.0,-9.0
397,20100202,101,-4.2,-0.8,-7.8,0.0,9.0,-9.0
398,20100203,101,-8.1,-2.8,-13.2,0.4,9.1,-9.0
399,20100204,101,-5.5,-0.2,-12.9,1.8,7.3,-9.0
400,20100205,101,-5.1,1.4,-11.6,0.0,9.1,-9.0
401,20100206,101,-5.6,3.6,-13.3,0.0,9.1,-9.0
402,20100207,101,-2.3,5.9,-11.2,5.1,5.8,-9.0
403,20100208,101,1.9,3.6,0.1,10.0,0.0,0.0
404,20100209,101,0.9,2.4,-1.7,9.3,0.0,5.5
405,20100210,101,2.7,4.4,1.7,9.9,0.0,3.0
406,20100211,101,0.7,3.2,-1.6,9.5,0.0,3.6
407,20100212,101,-0.4,3.1,-2.1,9.4,1.2,1.0
408,20100213,101,-1.8,1.4,-5.6,6.5,5.4,5.0
409,20100214,101,-3.4,0.6,-7.8,7.1,1.0,-9.0
410,20100215,101,-3.3,1.9,-7.6,4.4,3.3,-9.0
411,20100216,101,-3.1,2.6,-6.3,4.1,7.3,0.0
412,20100217,101,-4.6,-0.1,-10.8,7.6,1.5,0.5
413,20100218,101,-2.6,1.1,-6.6,4.0,6.8,1.5
414,20100219,101,-2.0,3.7,-6.9,4.1,7.7,1.2
415,20100220,101,0.2,8.9,-6.7,0.0,9.0,-9.0
